('SL22517-2022-11-01-148','S7-4','YbTtbvI', 'LB')
('SL12058-2022-11-01-11229','S468-21','oYTmtgGBbfTRKWvF', 'MB')
('SL22517-2022-11-02-11362','S474-10','NcDflgO', 'MB')
('AC04652-2022-11-02-11480','A638-14','J', 'LB')
('SL12058-2022-11-01-11246','S469-14','VWPyMnNmMFZ', 'UB')
('AC04652-2022-11-01-11646','A647-18','bwDEHQtzDuMFSIIC', 'SU')
('AC22517-2022-11-02-11469','A638-3','myxuoJN', 'UB')
('SL22517-2022-11-02-11378','S475-2','vabaNsnp', 'MB')
('AC04652-2022-11-02-11485','A639-1','XlEGt', 'LB')
('AC04652-2022-11-01-11668','A649-4','JRLFVmlhleFtRL', 'UB')
('SL22517-2022-11-02-11399','S475-23','pBffrrMOYCRnqz', 'SL')
('SL04652-2022-11-02-11423','S476-23','vSg', 'SL')
('SL12058-2022-11-01-11304','S471-24','TwwCbfLrMpWgm', 'SU')
('AC12058-2022-11-01-11542','A642-4','uCfefQqSafgWZbo', 'UB')
('AC04652-2022-11-01-11705','A651-5','wNHhfvFnT', 'SL')
('SL22517-2022-11-01-11349','S473-21','XP', 'MB')
('AC04652-2022-11-01-11708','A651-8','MmEEDeqWyg', 'LB')
('AC22517-2022-11-02-11529','A641-9','wKAoSNyNsGkiRvB', 'UB')
('AC22517-2022-11-01-11539','A642-1','MImLAaoVVvUjjzTq', 'LB')
('AC12058-2022-11-01-11550','A642-12','yQjSDXgfxMFL', 'SU')
('SL04652-2022-11-01-11436','S477-12','rKGK', 'LB')
('AC22517-2022-11-01-11545','A642-7','ErtiB', 'LB')
('AC22517-2022-11-01-11547','A642-9','Y', 'UB')
('AC22517-2022-11-01-11550','A642-12','wSdmz', 'SU')
('SL04652-2022-11-01-11443','S477-19','jwjnrd', 'UB')
('SL12058-2022-11-01-11370','S474-18','l', 'MB')
('AC04652-2022-11-02-11610','A645-18','qPq', 'SU')
('SL12058-2022-11-01-11381','S475-5','UDs', 'MB')
('SL22517-2022-11-02-11505','S480-9','kArGeMOFe', 'LB')
('SL22517-2022-11-02-11507','S480-11','LnIduRmqfp', 'UB')
('AC04652-2022-11-02-11619','A646-9','GuQenynP', 'UB')
('SL22517-2022-11-02-11509','S480-13','croJLHKcS', 'MB')
('SL04652-2022-11-02-11510','S480-14','Ryudpqb', 'UB')
('AC04652-2022-11-02-11622','A646-12','yT', 'SU')
('AC22517-2022-11-01-11621','A646-11','ESjjGPsx', 'SL')
('SL04652-2022-11-02-11514','S480-18','kmkc', 'MB')
('AC12058-2022-11-01-11659','A648-13','K', 'LB')
('SL22517-2022-11-01-11454','S478-6','SYiaGJkMoy', 'UB')
('SL22517-2022-11-01-11455','S478-7','HxhNNQNN', 'SL')
('SL12058-2022-11-01-11430','S477-6','ZsoGLKGGLfgTq', 'UB')
('AC22517-2022-11-01-11656','A648-10','bhSj', 'UB')
('AC22517-2022-11-01-11658','A648-12','LrkiFSNnmryw', 'SU')
('AC04652-2022-11-01-11837','A658-11','ejTgVsdsJvz', 'SL')
('SL22517-2022-11-02-11586','S483-18','pwwAFlpfwNGpRpnO', 'MB')
('SL04652-2022-11-02-11590','S483-22','v', 'UB')
('SL12058-2022-11-01-11473','S479-1','HlkaXNQYLOxSox', 'LB')
('AC22517-2022-11-01-11687','A650-5','bMBufr', 'SL')
('SL22517-2022-11-01-11501','S480-5','ZRaoUp', 'MB')
('SL04652-2022-11-02-11595','S484-3','WsslAZa', 'UB')
('SL12058-2022-11-01-11489','S479-17','XRRupRyw', 'LB')
('SL04652-2022-11-01-11577','S483-9','vakYXvwIEH', 'LB')
('AC22517-2022-11-02-11677','A649-13','ZOPzyN', 'LB')
('SL22517-2022-11-02-11613','S484-21','D', 'MB')
('AC04652-2022-11-02-11729','A652-11','kiSEihkjZm', 'SL')
('SL22517-2022-11-02-11635','S485-19','JMbdzJHFbGW', 'UB')
('AC12058-2022-11-01-11739','A653-3','MhcSjCCwUNrK', 'UB')
('AC12058-2022-11-01-11740','A653-4','y', 'UB')
('SL04652-2022-11-02-11645','S486-5','Xb', 'MB')
('AC22517-2022-11-01-11736','A652-18','haKZvrmBKd', 'SU')
('AC22517-2022-11-01-11738','A653-2','VsBuOcBFdbgLg', 'LB')
('SL22517-2022-11-02-11646','S486-6','zVuQuDngwscqp', 'UB')
('SL22517-2022-11-02-11647','S486-7','Zz', 'SL')
('AC04652-2022-11-01-11939','A664-5','Vuivsfxlcej', 'SL')
('SL04652-2022-11-01-11616','S484-24','KHLeIbtF', 'SU')
('AC12058-2022-11-01-11745','A653-9','bIMTVIwVB', 'UB')
('SL22517-2022-11-02-11649','S486-9','dZegDMJP', 'LB')
('AC12058-2022-11-01-11748','A653-12','pxpKbLMYg', 'SU')
('SL22517-2022-11-02-11651','S486-11','usMxllJXkVCO', 'UB')
('AC04652-2022-11-01-11948','A664-14','mdMgxPplEDDCASVy', 'LB')
('SL12058-2022-11-01-11526','S481-6','PUZ', 'UB')
('AC22517-2022-11-02-11713','A651-13','UKtImQHCUnV', 'LB')
('SL04652-2022-11-02-11671','S487-7','OXyOdcR', 'SL')
('AC04652-2022-11-01-11966','A665-14','mdkrm', 'LB')
('AC04652-2022-11-01-11967','A665-15','klcBJxEVgJuMC', 'UB')
('AC12058-2022-11-01-11762','A654-8','SLNmpwZcGwem', 'LB')
('AC22517-2022-11-02-11726','A652-8','dIIx', 'LB')
('SL12058-2022-11-01-11546','S482-2','ApaoZBUcm', 'MB')
('SL22517-2022-11-02-11715','S489-3','OllCAEcNa', 'UB')
('SL04652-2022-11-02-11718','S489-6','DgxfQTXFqFWxv', 'UB')
('SL22517-2022-11-02-11718','S489-6','kRbfJEGe', 'UB')
('SL12058-2022-11-01-11596','S484-4','GjnNlCQdmz', 'LB')
('AC12058-2022-11-01-11806','A656-16','rFSFTWWWqmBjyeU', 'UB')
('SL22517-2022-11-02-11727','S489-15','eXbKvqRN', 'SL')
('AC22517-2022-11-01-11813','A657-5','kOojQFwnuFQs', 'SL')
('AC22517-2022-11-01-11814','A657-6','AaHSGfDoGBcn', 'SU')
('SL22517-2022-11-02-11737','S490-1','Q', 'LB')
('SL04652-2022-11-01-11703','S488-15','JSyEWBuWXLbzNL', 'SL')
('AC04652-2022-11-02-11850','A659-6','yQWKIuQfvlTmdm', 'SU')
('SL12058-2022-11-01-11621','S485-5','cMJotaTgfW', 'MB')
('AC04652-2022-11-02-11858','A659-14','gdFjwdlteq', 'LB')
('SL22517-2022-11-01-11671','S487-7','XobiXtxrJVbYj', 'SL')
('SL22517-2022-11-01-11672','S487-8','hfarnatLdtgo', 'SU')
('SL04652-2022-11-01-11717','S489-5','YsuWpXXQNj', 'MB')
('SL04652-2022-11-02-11762','S491-2','MkQ', 'MB')
('SL04652-2022-11-01-11719','S489-7','i', 'SL')
('SL12058-2022-11-01-11630','S485-14','gwEFAkCmbvU', 'UB')
('AC12058-2022-11-01-11838','A658-12','jCKyBdnSLPGZuSs', 'SU')
('AC12058-2022-11-01-11839','A658-13','CHjHaHC', 'LB')
('AC04652-2022-11-02-11868','A660-6','taSG', 'SU')
('SL22517-2022-11-02-11763','S491-3','zFpnEoLD', 'UB')
('SL04652-2022-11-02-11768','S491-8','QMTxwdxH', 'SU')
('AC04652-2022-11-02-11871','A660-9','KznJXwnt', 'UB')
('AC04652-2022-11-01-12065','A671-5','ISgiQzewfAzgg', 'SL')
('AC12058-2022-11-01-11849','A659-5','csiRdghsKVVRYdMD', 'SL')
('SL12058-2022-11-01-11641','S486-1','FDUojzxsWLdj', 'LB')
('SL04652-2022-11-01-11729','S489-17','YUsdhgzoAoWeO', 'LB')
('AC04652-2022-11-02-11878','A660-16','EhkOVfHGULZ', 'UB')
('SL22517-2022-11-02-11868','S495-12','YT', 'LB')
('AC12058-2022-11-01-11958','A665-6','zNqiVpbVrwwaFKuv', 'SU')
('AC12058-2022-11-01-11961','A665-9','NaeOBmDTWWFcJJe', 'UB')
('AC04652-2022-11-01-12221','A679-17','XipghzYqlvjmq', 'SL')
('SL12058-2022-11-01-11801','S492-17','tMfRZAHbVKXJ', 'LB')
('SL22517-2022-11-02-11932','S498-4','pXixAlhGzDmQTN', 'LB')
('AC04652-2022-11-01-12225','A680-3','vxCuNELNTun', 'UB')
('AC12058-2022-11-01-12027','A669-3','ZNVUfNqxG', 'UB')
('SL22517-2022-11-01-11862','S495-6','zpBdiRNEbeSZ', 'UB')
('AC22517-2022-11-01-12036','A669-12','jbnhwxuG', 'SU')
('AC22517-2022-11-02-12001','A667-13','wAXivKWVKTuRRd', 'LB')
('SL22517-2022-11-01-11865','S495-9','ytmlJ', 'LB')
('AC22517-2022-11-01-12040','A669-16','mYfwjADnhXb', 'UB')
('SL12058-2022-11-01-11814','S493-6','cGQnaOtPNjgM', 'UB')
('SL22517-2022-11-01-11867','S495-11','hpAebQZgI', 'UB')
('SL04652-2022-11-01-11899','S496-19','XGtpAzIXMu', 'UB')
('SL12058-2022-11-01-11851','S494-19','gFcQWtywV', 'UB')
('AC22517-2022-11-02-12046','A670-4','YvKMZicscox', 'UB')
('AC04652-2022-11-02-12086','A672-8','zCTlkilVzHTTs', 'LB')
('AC04652-2022-11-02-12087','A672-9','rDdWuxpnxeo', 'UB')
('AC04652-2022-11-02-12088','A672-10','QpkQM', 'UB')
('AC04652-2022-11-01-12272','A682-14','poiAgmEyvDiivh', 'LB')
('AC22517-2022-11-01-12092','A672-14','YTgnGAL', 'LB')
('AC04652-2022-11-02-12091','A672-13','cCmKhaybxaBdayu', 'LB')
('SL04652-2022-11-02-11985','S500-9','CeYMjGmcm', 'LB')
('AC04652-2022-11-01-12276','A682-18','npDjW', 'SU')
('AC04652-2022-11-01-12277','A683-1','zgrEKNFXBItDrl', 'LB')
('SL04652-2022-11-01-11958','S499-6','rsWuZFgygp', 'UB')
('AC22517-2022-11-02-12098','A673-2','hwVKh', 'LB')
('AC22517-2022-11-02-12099','A673-3','Setgj', 'UB')
('SL04652-2022-11-01-12006','S501-6','OrgoxSZTl', 'UB')
('SL22517-2022-11-01-11950','S498-22','fTpUMOgp', 'UB')
('SL22517-2022-11-01-11989','S500-13','SDcoGhdLq', 'MB')
('SL22517-2022-11-01-11990','S500-14','PtceBH', 'UB')
('SL12058-2022-11-01-11947','S498-19','qzGEBqvSYPr', 'UB')
('SL04652-2022-11-01-12062','S503-14','YaONsIuMWXW', 'UB')
('SL04652-2022-11-02-12080','S504-8','Rp', 'SU')
('SL04652-2022-11-02-12092','S504-20','SFxhJmckf', 'LB')
('AC22517-2022-11-01-12212','A679-8','HClzOGtDCay', 'LB')
('AC22517-2022-11-02-12185','A677-17','wSmGIIYGp', 'SL')
('SL22517-2022-11-02-12126','S506-6','NnzzPTznT', 'UB')
('AC22517-2022-11-02-12197','A678-11','ISUqgfgYcsObJP', 'SL')
('AC12058-2022-11-01-12241','A681-1','FmyByAihtHGsq', 'LB')
('AC04652-2022-11-01-12400','A689-16','SOaSfSbw', 'UB')
('AC04652-2022-11-01-12401','A689-17','qDcxtLJJycy', 'SL')
('AC12058-2022-11-01-12283','A683-7','BFUCePagtL', 'LB')
('AC22517-2022-11-02-12245','A681-5','ronRdkxEzJBb', 'SL')
('AC22517-2022-11-02-12255','A681-15','w', 'UB')
('AC22517-2022-11-01-12283','A683-7','rSDEOBBlkiCvtB', 'LB')
('SL22517-2022-11-02-12195','S509-3','JBiTapbMcilozGBz', 'UB')
('SL22517-2022-11-01-12107','S505-11','G', 'UB')
('AC22517-2022-11-02-12269','A682-11','DAiHYanR', 'SL')
('SL22517-2022-11-01-12110','S505-14','TljQGZpqupFTyu', 'UB')
('SL04652-2022-11-02-12235','S510-19','GiDkJWFiurViaSC', 'UB')
('SL04652-2022-11-01-12211','S509-19','aCWEsxxYvwey', 'UB')
('AC12058-2022-11-01-12420','A690-18','JZKdmczyGYHm', 'SU')
('SL04652-2022-11-01-12269','S512-5','FoLnTXRwPMIpxRQ', 'MB')
('AC04652-2022-11-02-12401','A689-17','MCY', 'SL')
('AC22517-2022-11-02-12379','A688-13','k', 'LB')
('AC22517-2022-11-01-12420','A690-18','khxdwlrYuMrg', 'SU')
('SL22517-2022-11-02-12300','S513-12','lwFomk', 'LB')
('SL04652-2022-11-01-12275','S512-11','dPNVqIZ', 'UB')
('SL22517-2022-11-01-12236','S510-20','onKqBQNUlmcaV', 'LB')
('AC04652-2022-11-01-12622','A702-4','xDoZnsmPtxIEM', 'UB')
('AC22517-2022-11-02-12394','A689-10','I', 'UB')
('AC04652-2022-11-01-12638','A703-2','KYrdTtubwn', 'LB')
('AC22517-2022-11-02-12405','A690-3','HaPScsgDKOFgxbZ', 'UB')
('SL04652-2022-11-02-12343','S515-7','eQJfXGtiyArrUNd', 'SL')
('AC04652-2022-11-02-12481','A694-7','hZNncxRSlBX', 'LB')
('AC22517-2022-11-02-12444','A692-6','oZzVSPOWxrEEb', 'SU')
('SL22517-2022-11-02-12367','S516-7','Shatn', 'SL')
('SL04652-2022-11-02-12421','S518-13','aIGrwmBg', 'MB')
('SL04652-2022-11-02-12422','S518-14','Na', 'UB')
('SL22517-2022-11-02-12402','S517-18','yvtrasePahHb', 'MB')
('SL22517-2022-11-01-12325','S514-13','WhwWLmFpcSfznnSQ', 'MB')
('AC04652-2022-11-02-12523','A696-13','Ks', 'LB')
('AC22517-2022-11-02-12482','A694-8','pBON', 'LB')
('SL04652-2022-11-01-12395','S517-11','VGVyKE', 'UB')
('SL12058-2022-11-01-12257','S511-17','eL', 'LB')
('SL22517-2022-11-01-12329','S514-17','bFUIh', 'LB')
('SL12058-2022-11-01-12260','S511-20','fTcZiG', 'LB')
('AC04652-2022-11-02-12536','A697-8','AtrzMwGfRJ', 'LB')
('SL04652-2022-11-02-12432','S518-24','TpLvIhPMzPYRc', 'SU')
('AC04652-2022-11-02-12537','A697-9','KBHaFgcspJDKi', 'UB')
('SL12058-2022-11-01-12269','S512-5','PwuZTobNkevcOQOj', 'MB')
('SL22517-2022-11-02-12419','S518-11','wsGXHoKAf', 'UB')
('AC04652-2022-11-01-12727','A708-1','nnSaqnVBvuNzLCRT', 'LB')
('AC12058-2022-11-01-12550','A698-4','qNpAfuYzPaB', 'UB')
('SL22517-2022-11-01-12356','S515-20','xQKNjuB', 'LB')
('SL22517-2022-11-02-12433','S519-1','LVvgPMXvPBXZ', 'LB')
('SL04652-2022-11-01-12428','S518-20','TyPATXOFsvE', 'LB')
('SL22517-2022-11-02-12438','S519-6','M', 'UB')
('AC04652-2022-11-01-12746','A709-2','HBVzGl', 'LB')
('AC22517-2022-11-02-12511','A696-1','nrTxTqRG', 'LB')
('SL22517-2022-11-02-12450','S519-18','wgpRNhzWUYolmBR', 'MB')
('SL04652-2022-11-02-12497','S521-17','IUPr', 'LB')
('SL22517-2022-11-01-12408','S517-24','Py', 'SU')
('SL04652-2022-11-02-12505','S522-1','HnGiBLdjOIx', 'LB')
('AC22517-2022-11-01-12619','A702-1','lxCZIriCDZVTRC', 'LB')
('AC12058-2022-11-01-12629','A702-11','TjhUZOPpVxvpd', 'SL')
('AC04652-2022-11-01-12810','A712-12','SfQRkZvBGQrIcOf', 'SU')
('SL22517-2022-11-02-12502','S521-22','ctMkBFxIFecmj', 'UB')
('SL04652-2022-11-01-12488','S521-8','EABD', 'SU')
('AC04652-2022-11-02-12628','A702-10','GrCY', 'UB')
('SL12058-2022-11-01-12347','S515-11','QyMx', 'UB')
('AC04652-2022-11-02-12636','A702-18','faNEkxwc', 'SU')
('AC04652-2022-11-02-12637','A703-1','tvfcbRcVyfLP', 'LB')
('SL04652-2022-11-01-12493','S521-13','tAAbgH', 'MB')
('SL04652-2022-11-02-12531','S523-3','JwIslgNUWM', 'UB')
('SL04652-2022-11-01-12500','S521-20','ssENsipgAFAUDl', 'LB')
('AC04652-2022-11-02-12647','A703-11','Bcj', 'SL')
('SL04652-2022-11-01-12503','S521-23','MxALQw', 'SL')
('AC22517-2022-11-01-12650','A703-14','zSu', 'LB')
('AC22517-2022-11-01-12651','A703-15','vfTSNKHc', 'UB')
('SL12058-2022-11-01-12365','S516-5','nHyaqysdKfkUlgpn', 'MB')
('AC22517-2022-11-02-12606','A701-6','BJyyOd', 'SU')
('AC22517-2022-11-02-12607','A701-7','vlCat', 'LB')
('SL22517-2022-11-01-12453','S519-21','wvkadwnuqvPIHSr', 'MB')
('SL22517-2022-11-02-12532','S523-4','x', 'LB')
('AC04652-2022-11-02-12656','A704-2','bk', 'LB')
('SL04652-2022-11-02-12548','S523-20','mgE', 'LB')
('AC12058-2022-11-01-12656','A704-2','zFqzF', 'LB')
('AC04652-2022-11-02-12659','A704-5','kpQ', 'SL')
('AC22517-2022-11-02-12619','A702-1','gNpSidtegr', 'LB')
('SL12058-2022-11-01-12381','S516-21','EdKHrZYekPqYu', 'MB')
('AC12058-2022-11-01-12662','A704-8','dFT', 'LB')
('SL22517-2022-11-02-12539','S523-11','jgqIayutXIiOm', 'UB')
('SL22517-2022-11-02-12540','S523-12','uCC', 'LB')
('AC22517-2022-11-02-12627','A702-9','DN', 'UB')
('SL22517-2022-11-01-12467','S520-11','lTgNyspTwiVzqln', 'UB')
('AC22517-2022-11-01-12689','A705-17','SDqAZGy', 'SL')
('AC04652-2022-11-01-12863','A715-11','WArHGez', 'SL')
('SL04652-2022-11-01-12543','S523-15','BLWzCdgoSaKeo', 'SL')
('AC22517-2022-11-01-12719','A707-11','TiBpTFloluL', 'SL')
('SL22517-2022-11-02-12574','S524-22','OTXCaAG', 'UB')
('SL04652-2022-11-02-12594','S525-18','NvU', 'MB')
('SL04652-2022-11-01-12577','S525-1','s', 'LB')
('SL12058-2022-11-01-12439','S519-7','D', 'SL')
('AC04652-2022-11-02-12702','A706-12','bBTbFpQzAAM', 'SU')
('AC22517-2022-11-02-12678','A705-6','ipx', 'SU')
('AC12058-2022-11-01-12715','A707-7','XmnsLByYL', 'LB')
('SL12058-2022-11-01-12444','S519-12','HYaOx', 'LB')
('SL12058-2022-11-01-12445','S519-13','QmOQzCFtyQUqT', 'MB')
('AC04652-2022-11-01-12896','A717-8','lShshno', 'LB')
('SL22517-2022-11-02-12584','S525-8','IRSgqXpFj', 'SU')
('AC04652-2022-11-01-12899','A717-11','nMnsOqGtTAkVg', 'SL')
('SL04652-2022-11-02-12613','S526-13','cSlmMyU', 'MB')
('SL12058-2022-11-01-12456','S519-24','mKARXBXHUaFQ', 'SU')
('AC04652-2022-11-02-12710','A707-2','mo', 'LB')
('SL04652-2022-11-02-12616','S526-16','Tw', 'SU')
('AC22517-2022-11-02-12687','A705-15','BNrHD', 'UB')
('AC12058-2022-11-01-12732','A708-6','OJpwYQCY', 'SU')
('AC22517-2022-11-01-12749','A709-5','jcjwpCjjoTtyqh', 'SL')
('AC22517-2022-11-02-12692','A706-2','a', 'LB')
('SL04652-2022-11-01-12600','S525-24','QRtJridxKn', 'SU')
('AC22517-2022-11-02-12699','A706-9','lXpMBct', 'UB')
('SL04652-2022-11-02-12620','S526-20','TQCKrAHvRfqPgh', 'LB')
('SL04652-2022-11-01-12605','S526-5','kxqxj', 'MB')
('AC22517-2022-11-01-12756','A709-12','toX', 'SU')
('SL22517-2022-11-02-12595','S525-19','ALPQfxmlWVsVHB', 'UB')
('AC04652-2022-11-01-12919','A718-13','pXm', 'LB')
('AC04652-2022-11-02-12731','A708-5','AfmEoaKqItDfir', 'SL')
('SL04652-2022-11-02-12633','S527-9','epUGWtTx', 'LB')
('AC04652-2022-11-02-12735','A708-9','FSByHm', 'UB')
('AC12058-2022-11-01-12754','A709-10','Kg', 'UB')
('SL04652-2022-11-01-12621','S526-21','BoylxQz', 'MB')
('SL22517-2022-11-01-12602','S526-2','cZkP', 'MB')
('AC04652-2022-11-01-12979','A722-1','OwXbAhEnkKdlR', 'LB')
('SL04652-2022-11-02-12697','S530-1','ULlLcpmcLCl', 'LB')
('AC04652-2022-11-02-12801','A712-3','LUcVocTEROk', 'UB')
('AC12058-2022-11-01-12821','A713-5','OPnwyFPwmTD', 'SL')
('AC22517-2022-11-02-12780','A710-18','U', 'SU')
('SL12058-2022-11-01-12527','S522-23','bHfFaIJjyYBzW', 'SL')
('AC12058-2022-11-01-12822','A713-6','VHX', 'SU')
('AC04652-2022-11-01-12982','A722-4','BdzdYEDxt', 'UB')
('SL12058-2022-11-01-12528','S522-24','ZsMCWP', 'SU')
('SL12058-2022-11-01-12530','S523-2','E', 'MB')
('SL22517-2022-11-02-12672','S528-24','AhCTuyLVnFu', 'SU')
('SL22517-2022-11-01-12609','S526-9','X', 'LB')
('SL12058-2022-11-01-12533','S523-5','djaV', 'MB')
('AC22517-2022-11-01-12834','A713-18','IyZcegqStcR', 'SU')
('SL04652-2022-11-02-12705','S530-9','pgS', 'LB')
('AC04652-2022-11-01-12988','A722-10','KSHEfWBqyrXpT', 'UB')
('AC04652-2022-11-01-12989','A722-11','AdFqBjiyygV', 'SL')
('SL12058-2022-11-01-12535','S523-7','tOyive', 'SL')
('SL12058-2022-11-01-12553','S524-1','WOUgYgLLpnROnccy', 'LB')
('SL22517-2022-11-02-12695','S529-23','UEPMYcCvatGzX', 'SL')
('AC12058-2022-11-01-12846','A714-12','ZtRwmsZTi', 'SU')
('AC22517-2022-11-02-12807','A712-9','MpXi', 'UB')
('AC22517-2022-11-02-12808','A712-10','wREtngG', 'UB')
('SL12058-2022-11-01-12555','S524-3','Q', 'UB')
('AC04652-2022-11-02-12828','A713-12','JFNt', 'SU')
('AC04652-2022-11-02-12829','A713-13','ksdPgrmdUi', 'LB')
('AC22517-2022-11-01-12855','A715-3','dChJbd', 'UB')
('AC22517-2022-11-02-12812','A712-14','NkvKBtGddEy', 'LB')
('SL12058-2022-11-01-12575','S524-23','ViEOhbvC', 'SL')
('SL22517-2022-11-01-12659','S528-11','uFuC', 'UB')
('AC04652-2022-11-01-13037','A725-5','ceEKKWCBYMeBiVR', 'SL')
('SL22517-2022-11-02-12720','S530-24','dJkLuPntJP', 'SU')
('AC22517-2022-11-01-12895','A717-7','IITAO', 'LB')
('SL04652-2022-11-01-12733','S531-13','t', 'MB')
('SL04652-2022-11-02-12755','S532-11','PiSEkJv', 'UB')
('SL04652-2022-11-01-12735','S531-15','BopFjQ', 'SL')
('SL22517-2022-11-02-12726','S531-6','n', 'UB')
('AC04652-2022-11-02-12866','A715-14','MoRXExsaiqwfxbtq', 'LB')
('SL04652-2022-11-02-12756','S532-12','fMdOOiBZm', 'LB')
('SL22517-2022-11-02-12762','S532-18','SZaSHdftmQpHK', 'MB')
('AC04652-2022-11-02-12914','A718-8','JGNTGfxA', 'LB')
('SL22517-2022-11-01-12706','S530-10','kIzfv', 'MB')
('SL22517-2022-11-01-12707','S530-11','mJuXrveEYyqI', 'UB')
('SL22517-2022-11-01-12708','S530-12','JIZzLj', 'LB')
('SL22517-2022-11-01-12709','S530-13','GvoozatlCbgrh', 'MB')
('AC04652-2022-11-01-13091','A728-5','ntIWRRRMcPetirJ', 'SL')
('SL22517-2022-11-02-12767','S532-23','dvPWPSHgpAduZfOy', 'SL')
('SL22517-2022-11-02-12770','S533-2','qznukIMsayKyKE', 'MB')
('SL22517-2022-11-02-12771','S533-3','VVcsOfNS', 'UB')
('AC22517-2022-11-01-12940','A719-16','NTdJihrPcgmveqh', 'UB')
('SL22517-2022-11-01-12717','S530-21','nTRofrQi', 'MB')
('AC12058-2022-11-01-12923','A718-17','dwTfMAD', 'SL')
('SL22517-2022-11-02-12775','S533-7','cMIeqXYtWom', 'SL')
('AC12058-2022-11-01-12932','A719-8','sKBEHiHYmTdX', 'LB')
('AC22517-2022-11-02-12896','A717-8','cfrtheCoCsr', 'LB')
('AC12058-2022-11-01-12934','A719-10','hIwAzu', 'UB')
('SL22517-2022-11-01-12729','S531-9','IvoETCEKafXszp', 'LB')
('SL04652-2022-11-02-12816','S534-24','KgOKcNYdfsdbP', 'SU')
('SL04652-2022-11-01-12795','S534-3','wGQ', 'UB')
('AC22517-2022-11-01-12960','A720-18','rVlKZUCeaUchkLd', 'SU')
('SL04652-2022-11-02-12819','S535-3','pMby', 'UB')
('AC04652-2022-11-01-13115','A729-11','BF', 'SL')
('AC22517-2022-11-01-12964','A721-4','dJEUERWihDQLJlP', 'UB')
('SL04652-2022-11-02-12825','S535-9','YJzZ', 'LB')
('AC04652-2022-11-02-12952','A720-10','yzHxaUhTbAf', 'UB')
('AC22517-2022-11-02-12908','A718-2','RambxvoPtCTioL', 'LB')
('AC04652-2022-11-01-13125','A730-3','MueSlPDhwpEF', 'UB')
('SL04652-2022-11-02-12838','S535-22','nPRGTvclZ', 'UB')
('AC22517-2022-11-01-12979','A722-1','foTqhafiMjeyzB', 'LB')
('SL12058-2022-11-01-12673','S529-1','AKCEqkrwr', 'LB')
('SL22517-2022-11-02-12804','S534-12','nDXdWWJpXdQ', 'LB')
('SL22517-2022-11-02-12807','S534-15','PHWwVNYRieebcnp', 'SL')
('AC04652-2022-11-01-13136','A730-14','wLABOWMCfhXq', 'LB')
('SL22517-2022-11-02-12811','S534-19','MhQsDq', 'UB')
('AC22517-2022-11-02-12926','A719-2','KGznhRTevgSSTR', 'LB')
('SL04652-2022-11-02-12848','S536-8','HHLENkb', 'SU')
('AC04652-2022-11-02-12967','A721-7','GeSY', 'LB')
('AC22517-2022-11-01-12986','A722-8','eO', 'LB')
('SL12058-2022-11-01-12682','S529-10','HGSCnsZg', 'MB')
('SL12058-2022-11-01-12683','S529-11','ioBZuxhRFAQkouj', 'UB')
('AC22517-2022-11-01-12988','A722-10','soRYQDHJwgf', 'UB')
('SL22517-2022-11-02-12817','S535-1','nREyjuNTJD', 'LB')
('AC22517-2022-11-02-12930','A719-6','hQtqMB', 'SU')
('SL22517-2022-11-02-12818','S535-2','zcGKsW', 'MB')
('SL12058-2022-11-01-12688','S529-16','hJbqZuBweRJgW', 'SU')
('SL04652-2022-11-01-12832','S535-16','FpMSuHlAweey', 'SU')
('AC22517-2022-11-02-12931','A719-7','gtfq', 'LB')
('SL22517-2022-11-01-12759','S532-15','PXkPWcbS', 'SL')
('AC04652-2022-11-02-12977','A721-17','wpxGbUEhu', 'SL')
('AC22517-2022-11-01-12997','A723-1','oEAU', 'LB')
('SL04652-2022-11-02-12860','S536-20','wpJzoZuWth', 'LB')
('SL04652-2022-11-01-12839','S535-23','BNHdN', 'SL')
('SL04652-2022-11-01-12840','S535-24','DfKlpc', 'SU')
('SL12058-2022-11-01-12698','S530-2','kRqyNkDuekqn', 'MB')
('SL12058-2022-11-01-12699','S530-3','OCKgXWM', 'UB')
('SL04652-2022-11-01-12843','S536-3','DX', 'UB')
('SL12058-2022-11-01-12704','S530-8','zKppiNADd', 'SU')
('SL04652-2022-11-02-12867','S537-3','mqjrmABwdOIVGMWD', 'UB')
('SL04652-2022-11-02-12870','S537-6','hUmacMT', 'UB')
('SL22517-2022-11-01-12798','S534-6','PxjfUWn', 'UB')
('AC22517-2022-11-01-13041','A725-9','X', 'UB')
('SL12058-2022-11-01-12742','S531-22','PFrbZ', 'UB')
('SL22517-2022-11-02-12874','S537-10','T', 'MB')
('SL04652-2022-11-02-12907','S538-19','hV', 'UB')
('SL22517-2022-11-02-12880','S537-16','oNyHqHdbZoGVRrs', 'SU')
('AC04652-2022-11-01-13210','A734-16','dMLQwbfIdp', 'UB')
('SL22517-2022-11-02-12887','S537-23','dMIeXeQEaC', 'SL')
('SL22517-2022-11-01-12821','S535-5','LuaqkHfFExJoXk', 'MB')
('SL04652-2022-11-01-12890','S538-2','V', 'MB')
('AC04652-2022-11-01-13217','A735-5','PKUVnrkQTisoxck', 'SL')
('SL04652-2022-11-01-12892','S538-4','HxtEX', 'LB')
('SL12058-2022-11-01-12771','S533-3','XfvSrLXSRKk', 'UB')
