('AC22517-2022-11-01-390','A22-12','mKnVzhaEMqsDar', 'SU')
('AC12058-2022-11-01-12588','A700-6','rbPZQbMtNNM', 'SU')
('SL04652-2022-11-02-12468','S520-12','vHprPT', 'LB')
('AC22517-2022-11-01-12571','A699-7','nb', 'LB')
('SL22517-2022-11-01-12419','S518-11','tk', 'UB')
('AC22517-2022-11-01-12684','A705-12','hmuzYlxWUAGoi', 'SU')
('AC22517-2022-11-02-12641','A703-5','lqymFFxxAhci', 'SL')
('AC04652-2022-11-01-12859','A715-7','kHYpe', 'LB')
('SL22517-2022-11-02-12552','S523-24','QFfgU', 'SU')
('AC04652-2022-11-01-12861','A715-9','tMCqoiWvgaXFej', 'UB')
('AC04652-2022-11-02-12680','A705-8','pTR', 'LB')
('SL12058-2022-11-01-12417','S518-9','XubVhwDREez', 'LB')
('SL04652-2022-11-01-12552','S523-24','lXXXOydHMCH', 'SU')
('SL04652-2022-11-01-12559','S524-7','mqXlcCHoxSdC', 'SL')
('SL04652-2022-11-02-12583','S525-7','nfMUOlRjJD', 'SL')
('SL22517-2022-11-02-12568','S524-16','HXCfEpmGB', 'SU')
('AC12058-2022-11-01-12704','A706-14','eQcue', 'LB')
('SL12058-2022-11-01-12435','S519-3','wdOIXeSM', 'UB')
('AC22517-2022-11-01-12766','A710-4','RXdTEkuxPJiQit', 'UB')
('SL12058-2022-11-01-12482','S521-2','l', 'MB')
('AC22517-2022-11-02-12718','A707-10','pETAImEhhGTgxmux', 'UB')
('AC22517-2022-11-01-12775','A710-13','NgC', 'LB')
('SL22517-2022-11-02-12615','S526-15','q', 'SL')
('AC04652-2022-11-02-12744','A708-18','Rf', 'SU')
('SL22517-2022-11-02-12617','S526-17','fFqGtKUoWKBTK', 'LB')
('SL12058-2022-11-01-12486','S521-6','QllinIHhZOP', 'UB')
('AC12058-2022-11-01-12760','A709-16','UvD', 'UB')
('AC22517-2022-11-01-12784','A711-4','lH', 'UB')
('SL12058-2022-11-01-12492','S521-12','CjAwBloiZCOdY', 'LB')
('SL04652-2022-11-02-12663','S528-15','AdDvTciaFttfCEiX', 'SL')
('AC22517-2022-11-01-12798','A711-18','DJZcwn', 'SU')
('SL12058-2022-11-01-12501','S521-21','epOIKkinHDMPGyAa', 'MB')
('SL22517-2022-11-01-12576','S524-24','vxZdXXMDBgrTT', 'SU')
('AC22517-2022-11-01-12800','A712-2','RXlEKrgGr', 'LB')
('AC22517-2022-11-02-12748','A709-4','hlVLe', 'UB')
('SL04652-2022-11-02-12675','S529-3','QltmiBsjbLRgJvu', 'UB')
('AC22517-2022-11-02-12753','A709-9','Sj', 'UB')
('AC04652-2022-11-02-12780','A710-18','pBFabkjuvh', 'SU')
('AC22517-2022-11-02-12757','A709-13','zsuHURkKXDLdLCY', 'LB')
('SL04652-2022-11-01-12651','S528-3','Y', 'UB')
('AC12058-2022-11-01-12801','A712-3','PDKUMFHOAQG', 'UB')
('SL22517-2022-11-02-12651','S528-3','QjzsYdnw', 'UB')
('SL22517-2022-11-02-12653','S528-5','VQtAkCSzIv', 'MB')
('SL22517-2022-11-01-12589','S525-13','AfASvmWbTAD', 'MB')
('SL22517-2022-11-01-12591','S525-15','C', 'SL')
('AC12058-2022-11-01-12807','A712-9','wgWbKRKlJjTgN', 'UB')
('AC04652-2022-11-02-12789','A711-9','hWMWr', 'UB')
('AC22517-2022-11-02-12765','A710-3','dusYFLcVAIKAriGa', 'UB')
('AC12058-2022-11-01-12810','A712-12','hdxsQmwFROXF', 'SU')
('AC22517-2022-11-01-12821','A713-5','lPVLtKGyYc', 'SL')
('SL04652-2022-11-02-12690','S529-18','WcHTxPNiyaISiDEF', 'MB')
('SL04652-2022-11-02-12691','S529-19','oqzwGjeGzSC', 'UB')
('AC22517-2022-11-02-12767','A710-5','RUYZPqiXYrfxxg', 'SL')
('AC22517-2022-11-02-12803','A712-5','GMsoJzDRKTaOvLuo', 'SL')
('SL12058-2022-11-01-12573','S524-21','LGGkvEWAB', 'MB')
('AC22517-2022-11-02-12836','A714-2','haj', 'LB')
('AC22517-2022-11-01-12890','A717-2','cdnJpeDUDIiXxGd', 'LB')
('SL22517-2022-11-01-12666','S528-18','BO', 'MB')
('AC22517-2022-11-01-12894','A717-6','FJKQNupSsUzmjRv', 'SU')
('SL22517-2022-11-01-12671','S528-23','FY', 'SL')
('AC12058-2022-11-01-12878','A716-8','xbhhQMTDciO', 'LB')
('SL12058-2022-11-01-12590','S525-14','y', 'UB')
('AC22517-2022-11-02-12857','A715-5','brORdlTgafnmHGG', 'SL')
('SL22517-2022-11-01-12679','S529-7','sm', 'SL')
('SL04652-2022-11-02-12763','S532-19','KQCROEXb', 'UB')
('AC04652-2022-11-02-12876','A716-6','ZLeiGJozYAkNAK', 'SU')
('SL04652-2022-11-02-12766','S532-22','Qq', 'UB')
('SL12058-2022-11-01-12600','S525-24','ETtUWidDdmH', 'SU')
('AC04652-2022-11-01-13142','A731-2','s', 'LB')
('AC04652-2022-11-02-12978','A721-18','xfxv', 'SU')
('SL22517-2022-11-01-12762','S532-18','SDWz', 'MB')
('SL22517-2022-11-01-12763','S532-19','eYg', 'UB')
('AC22517-2022-11-02-12934','A719-10','sV', 'UB')
('SL22517-2022-11-01-12765','S532-21','fSQUXTZifwycNAQH', 'MB')
('AC12058-2022-11-01-12971','A721-11','OrBGlxBdoV', 'SL')
('AC22517-2022-11-02-12935','A719-11','sdnPNetPeC', 'SL')
('AC22517-2022-11-02-12938','A719-14','EeCKTgPjZHcdZ', 'LB')
('AC22517-2022-11-01-13011','A723-15','fQpZIpx', 'UB')
('SL04652-2022-11-01-12846','S536-6','EkWDPLdTlZORe', 'UB')
('SL22517-2022-11-02-12841','S536-1','InasbKnEisDnzNyx', 'LB')
('AC04652-2022-11-02-13003','A723-7','DURwchSH', 'LB')
('SL04652-2022-11-02-12882','S537-18','VQ', 'MB')
('SL12058-2022-11-01-12716','S530-20','qsFBdUniVHRP', 'LB')
('SL04652-2022-11-02-12885','S537-21','XSXsDSON', 'MB')
('AC12058-2022-11-01-13003','A723-7','Ky', 'LB')
('AC04652-2022-11-01-13191','A733-15','GbBpNa', 'UB')
('SL12058-2022-11-01-12740','S531-20','aneHEYUQrK', 'LB')
('SL12058-2022-11-01-12741','S531-21','YmcBsQZEg', 'MB')
('SL04652-2022-11-02-12905','S538-17','S', 'LB')
('AC04652-2022-11-01-13198','A734-4','AYKOMTG', 'UB')
('AC22517-2022-11-02-12974','A721-14','piPWLgmzeO', 'LB')
('AC22517-2022-11-02-12977','A721-17','VjVd', 'SL')
('AC12058-2022-11-01-13012','A723-16','TudOjtl', 'UB')
('SL12058-2022-11-01-12750','S532-6','AgCzKBIHP', 'UB')
('SL04652-2022-11-01-12880','S537-16','sNbXIGWfr', 'SU')
('AC22517-2022-11-02-12984','A722-6','TrbYKZiEwVDpLgV', 'SU')
('SL12058-2022-11-01-12755','S532-11','QwGjENafNqgS', 'UB')
('SL22517-2022-11-02-12885','S537-21','AUgABSHDK', 'MB')
('AC04652-2022-11-01-13213','A735-1','GaFpAWlluRB', 'LB')
('SL04652-2022-11-01-12888','S537-24','Ollxxhug', 'SU')
('AC04652-2022-11-02-13056','A726-6','OWPGocgOU', 'SU')
('AC12058-2022-11-01-13042','A725-10','tbVroDaBx', 'UB')
('SL22517-2022-11-01-12845','S536-5','Cs', 'MB')
('AC22517-2022-11-01-13090','A728-4','ZwAcSu', 'UB')
('SL22517-2022-11-02-12947','S540-11','ydDdJoqGuRTibjeA', 'UB')
('AC04652-2022-11-01-13265','A737-17','lOG', 'SL')
('AC04652-2022-11-01-13266','A737-18','NLRaqwyLnZp', 'SU')
('AC22517-2022-11-01-13122','A729-18','buaprRYvjoZxt', 'SU')
('SL22517-2022-11-02-12952','S540-16','m', 'SU')
('SL04652-2022-11-01-12957','S540-21','byjMlrak', 'MB')
('SL04652-2022-11-02-13001','S542-17','SIrQSHGQGlXnz', 'LB')
('SL12058-2022-11-01-12842','S536-2','IzAdtDivoC', 'MB')
('SL12058-2022-11-01-12843','S536-3','CMmZtovFdNBHoX', 'UB')
('SL04652-2022-11-01-12987','S542-3','SPkhppzIXN', 'UB')
('SL22517-2022-11-02-12994','S542-10','UCfTAx', 'MB')
('SL22517-2022-11-01-12926','S539-14','DIcOqgwE', 'UB')
('AC22517-2022-11-02-13137','A730-15','tRn', 'UB')
('AC12058-2022-11-01-13172','A732-14','cEFuIbDzlisQAE', 'LB')
('SL22517-2022-11-02-13052','S544-20','WArcNFumTcn', 'LB')
('SL22517-2022-11-01-12980','S541-20','CKg', 'LB')
('AC04652-2022-11-01-13425','A746-15','LbJvqTUTkQVf', 'UB')
('SL04652-2022-11-01-13121','S547-17','wdZB', 'LB')
('AC04652-2022-11-01-13430','A747-2','lUhvngc', 'LB')
('SL22517-2022-11-01-13034','S544-2','XT', 'MB')
('AC22517-2022-11-01-13322','A741-2','Qnu', 'LB')
('SL04652-2022-11-02-13151','S548-23','JqksqUpL', 'SL')
('AC22517-2022-11-02-13247','A736-17','RMSn', 'SL')
('AC12058-2022-11-01-13284','A738-18','d', 'SU')
('SL22517-2022-11-02-13185','S550-9','sZYcPn', 'LB')
('SL22517-2022-11-01-13105','S547-1','ePkddF', 'LB')
('AC12058-2022-11-01-13298','A739-14','nyLTudjTI', 'LB')
('SL04652-2022-11-01-13206','S551-6','lVSWUGFi', 'UB')
('SL04652-2022-11-02-13188','S550-12','QPyGHxhPkclSP', 'LB')
('AC04652-2022-11-02-13339','A742-1','VB', 'LB')
('SL22517-2022-11-01-13111','S547-7','wVlgWbmEPbQ', 'SL')
('SL04652-2022-11-01-13212','S551-12','ODOpqqaLT', 'LB')
('SL12058-2022-11-01-13019','S543-11','jeUb', 'UB')
('AC22517-2022-11-02-13289','A739-5','yWZOxREaND', 'SL')
('AC12058-2022-11-01-13305','A740-3','HTG', 'UB')
('AC22517-2022-11-01-13375','A744-1','MvdIcZoJXNrtU', 'LB')
('SL04652-2022-11-02-13196','S550-20','uAprydl', 'LB')
('SL04652-2022-11-01-13219','S551-19','wGHVqQGfuTt', 'UB')
('AC12058-2022-11-01-13308','A740-6','PlGPJe', 'SU')
('AC04652-2022-11-01-13527','A752-9','cxGqgLlhKpAsGw', 'UB')
('AC04652-2022-11-01-13531','A752-13','UuOzAxlj', 'LB')
('SL22517-2022-11-02-13211','S551-11','cJCvBiAu', 'UB')
('SL22517-2022-11-01-13126','S547-22','eboWvOYaflrUfN', 'UB')
('SL04652-2022-11-02-13204','S551-4','Tax', 'LB')
('SL12058-2022-11-01-13033','S544-1','ixVUrMBLfiqr', 'LB')
('AC22517-2022-11-01-13385','A744-11','kdYyNTFqfxDPo', 'SL')
('AC22517-2022-11-01-13386','A744-12','Hqn', 'SU')
('AC04652-2022-11-01-13537','A753-1','emUPVi', 'LB')
(
