('SL12058-2022-11-01-1','S1-1','thYjYi', 'LB')
('AC22517-2022-11-01-6465','A360-3','GzzyDHVboEBLBi', 'UB')
('SL22517-2022-11-01-6508','S272-4','YkjXAtwgu', 'LB')
('AC22517-2022-11-01-6468','A360-6','qEWxPEcgrDfN', 'SU')
('AC04652-2022-11-02-6532','A363-16','QK', 'UB')
('AC04652-2022-11-02-6533','A363-17','zZAcJ', 'SL')
('SL04652-2022-11-01-6557','S274-5','kDVCbppnvu', 'MB')
('AC22517-2022-11-01-6472','A360-10','WlKEF', 'UB')
('SL22517-2022-11-01-6519','S272-15','SLKFkaagZYeWL', 'SL')
('AC22517-2022-11-02-6663','A371-3','RGiJvnQ', 'UB')
('SL22517-2022-11-02-6631','S277-7','vdnZeiDhcuH', 'SL')
('SL04652-2022-11-01-6561','S274-9','KUbvZKjbYLpax', 'LB')
('SL22517-2022-11-01-6529','S273-1','GQpFphOez', 'LB')
('SL12058-2022-11-01-6550','S273-22','JbCwAtrgzje', 'UB')
('AC22517-2022-11-02-6671','A371-11','oGDwkqvVqJ', 'SL')
('AC04652-2022-11-01-6635','A369-11','jKEurRLHVPrLwNZ', 'SL')
('SL12058-2022-11-01-6553','S274-1','gFAaaHKJDy', 'LB')
('SL22517-2022-11-02-6640','S277-16','Mcyqp', 'SU')
('AC04652-2022-11-02-6552','A364-18','LAKYq', 'SU')
('SL22517-2022-11-01-6538','S273-10','AJXcWGkMLeleAbfs', 'MB')
('AC22517-2022-11-01-6490','A361-10','axCMwdgpWRESsDuV', 'UB')
('AC04652-2022-11-01-6644','A370-2','maRss', 'LB')
('AC04652-2022-11-02-6564','A365-12','CrPf', 'SU')
('AC22517-2022-11-02-6684','A372-6','eCWtbfmHmGfqVUa', 'SU')
('SL12058-2022-11-01-6567','S274-15','HbjPEblc', 'SL')
('SL22517-2022-11-02-6652','S278-4','qkBWhPrjpbV', 'LB')
('SL12058-2022-11-01-6570','S274-18','DZDjLMzhZgDrd', 'MB')
('AC22517-2022-11-02-6688','A372-10','I', 'UB')
('SL04652-2022-11-01-6579','S275-3','yhSkQbgtZqMX', 'UB')
('SL22517-2022-11-01-6554','S274-2','n', 'MB')
('SL22517-2022-11-02-6660','S278-12','euNbraIosYZy', 'LB')
('AC12058-2022-11-01-6658','A370-16','GQVlJ', 'UB')
('SL04652-2022-11-02-6674','S279-2','jnf', 'MB')
('SL22517-2022-11-01-6593','S275-17','ZYUFPYCb', 'LB')
('AC04652-2022-11-01-6683','A372-5','VtNpV', 'SL')
('AC04652-2022-11-01-6684','A372-6','UWYnCdcmOkLz', 'SU')
('SL12058-2022-11-01-6611','S276-11','yI', 'UB')
('AC22517-2022-11-01-6539','A364-5','twCAouAbQjIN', 'SL')
('AC04652-2022-11-02-6618','A368-12','QZY', 'SU')
('AC12058-2022-11-01-6669','A371-9','HZ', 'UB')
('SL04652-2022-11-02-6691','S279-19','biT', 'UB')
('AC12058-2022-11-01-6685','A372-7','E', 'LB')
('SL12058-2022-11-01-6622','S276-22','yEbmgCbAEGL', 'UB')
('AC04652-2022-11-01-6699','A373-3','uFOe', 'UB')
('AC22517-2022-11-01-6553','A365-1','rezEJgziv', 'LB')
('SL12058-2022-11-01-6625','S277-1','CRPenKk', 'LB')
('AC04652-2022-11-02-6636','A369-12','fnbaC', 'SU')
('AC04652-2022-11-01-6703','A373-7','YJqDyRiChg', 'LB')
('AC04652-2022-11-01-6705','A373-9','iAXUOcG', 'UB')
('AC04652-2022-11-01-6721','A374-7','SqMmiKnAAIGGBiRe', 'LB')
('AC12058-2022-11-01-6709','A373-13','yaLPJVfI', 'LB')
('AC04652-2022-11-02-6658','A370-16','H', 'UB')
('AC22517-2022-11-01-6582','A366-12','foJba', 'SU')
('SL12058-2022-11-01-6649','S278-1','DFhHzcZB', 'LB')
('AC04652-2022-11-01-6730','A374-16','ef', 'UB')
('SL04652-2022-11-01-6652','S278-4','IKvqYE', 'LB')
('AC22517-2022-11-01-6585','A366-15','ZXIHXyMnTyPXJg', 'UB')
('AC12058-2022-11-01-6717','A374-3','BHOKIytQk', 'UB')
('AC22517-2022-11-02-6776','A377-8','wkgBfuAVKJaZ', 'LB')
('AC22517-2022-11-01-6587','A366-17','c', 'SL')
('AC22517-2022-11-02-6778','A377-10','qdMVyR', 'UB')
('SL12058-2022-11-01-6653','S278-5','RqfNSUWhbDpnRAY', 'MB')
('AC12058-2022-11-01-6721','A374-7','mrXrgAKoFDM', 'LB')
('SL04652-2022-11-02-6732','S281-12','GI', 'LB')
('AC12058-2022-11-01-6726','A374-12','yfLIMVnjbRRb', 'SU')
('SL04652-2022-11-02-6737','S281-17','puhrylAO', 'LB')
('AC12058-2022-11-01-6728','A374-14','ntXcxkiHHsHMgdGE', 'LB')
('AC04652-2022-11-01-6740','A375-8','htAHtVqpxufzKaxW', 'LB')
('SL12058-2022-11-01-6662','S278-14','TxwbORGOHmJ', 'UB')
('AC22517-2022-11-01-6593','A367-5','p', 'SL')
('AC22517-2022-11-02-6784','A377-16','RndjGsWIkpF', 'UB')
('AC22517-2022-11-01-6600','A367-12','z', 'SU')
('SL04652-2022-11-01-6673','S279-1','iGuqCKDiAyoItzYq', 'LB')
('AC04652-2022-11-01-6748','A375-16','ERW', 'UB')
('SL22517-2022-11-01-6645','S277-21','lLpX', 'MB')
('SL04652-2022-11-01-6676','S279-4','ZACrxbQlNneVgtaH', 'LB')
('SL22517-2022-11-02-6752','S282-8','donRTfRFFo', 'SU')
('SL04652-2022-11-01-6678','S279-6','hPzfCrkVbJNQMPO', 'UB')
('AC12058-2022-11-01-6743','A375-11','H', 'SL')
('AC12058-2022-11-01-6745','A375-13','HgJBbi', 'LB')
('SL04652-2022-11-01-6679','S279-7','JDBwbHs', 'SL')
('SL04652-2022-11-02-6763','S282-19','MyADbafXzzqPuFQz', 'UB')
('AC12058-2022-11-01-6751','A376-1','kQjftCiond', 'LB')
('AC04652-2022-11-02-6686','A372-8','WvnwsKIzQ', 'LB')
('AC04652-2022-11-02-6687','A372-9','Zn', 'UB')
('AC12058-2022-11-01-6752','A376-2','BolquSnAHBYa', 'LB')
('AC04652-2022-11-01-6762','A376-12','Ouecvoz', 'SU')
('SL04652-2022-11-02-6788','S283-20','gvSRHWpNFOHSTve', 'LB')
('SL04652-2022-11-01-6701','S280-5','RRPSTRusgttOaAf', 'MB')
('AC04652-2022-11-02-6708','A373-12','E', 'SU')
('SL12058-2022-11-01-6706','S280-10','CAZIXQCRiw', 'MB')
('SL22517-2022-11-01-6688','S279-16','AQqBBLyJsdRa', 'SU')
('SL22517-2022-11-02-6781','S283-13','wZwjtLgfDKIPJP', 'MB')
('SL12058-2022-11-01-6712','S280-16','WVDfVGLBc', 'SU')
('SL04652-2022-11-02-6799','S284-7','TqQqVjLkpNnPOJH', 'SL')
('SL22517-2022-11-02-6785','S283-17','jUajZvguzCSXixiG', 'LB')
('SL22517-2022-11-01-6696','S279-24','FTWyJwFf', 'SU')
('SL22517-2022-11-02-6789','S283-21','AYFMnk', 'MB')
('SL22517-2022-11-01-6698','S280-2','XkydrrHdKlIX', 'MB')
('AC12058-2022-11-01-6790','A378-4','ycMyYLMyEaWime', 'UB')
('SL22517-2022-11-01-6700','S280-4','XBnlu', 'LB')
('SL12058-2022-11-01-6720','S280-24','RYAhywdlfk', 'SU')
('SL12058-2022-11-01-6721','S281-1','ISTgGdmOkxx', 'LB')
('SL04652-2022-11-02-6808','S284-16','cyuzgkYghupmC', 'SU')
('SL04652-2022-11-02-6809','S284-17','oMnmsEaQr', 'LB')
('AC04652-2022-11-01-6800','A378-14','LCQqIrFdAEUkGKM', 'LB')
('AC12058-2022-11-01-6796','A378-10','bojMT', 'UB')
('AC12058-2022-11-01-6800','A378-14','vtjJDz', 'LB')
('SL04652-2022-11-01-6716','S280-20','weqHFbhxZMGipIz', 'LB')
('SL22517-2022-11-01-6709','S280-13','ZRxFlYAIgnzLDsqc', 'MB')
('SL22517-2022-11-01-6710','S280-14','GFishQvWNNt', 'UB')
('AC04652-2022-11-02-6726','A374-12','gTYRWgXDIyT', 'SU')
('SL22517-2022-11-02-6801','S284-9','BUFMrAp', 'LB')
('SL22517-2022-11-02-6802','S284-10','aORtuHPBSkHL', 'MB')
('SL12058-2022-11-01-6733','S281-13','pnd', 'MB')
('SL04652-2022-11-02-6824','S285-8','MpyTN', 'SU')
('AC22517-2022-11-01-6651','A370-9','ilAIQ', 'UB')
('AC04652-2022-11-01-6819','A379-15','gbwN', 'UB')
('SL04652-2022-11-02-6829','S285-13','bblLpemwHkLHLUL', 'MB')
('AC04652-2022-11-01-6823','A380-1','rNZLKndQmSM', 'LB')
('SL12058-2022-11-01-6741','S281-21','mJRYdgMxnAPMdVc', 'MB')
('SL12058-2022-11-01-6742','S281-22','yAsSW', 'UB')
('SL12058-2022-11-01-6748','S282-4','WJeTXsJQEWLLVMSj', 'LB')
('SL22517-2022-11-02-6823','S285-7','sQxkGTfnfkpeyx', 'SL')
('AC04652-2022-11-01-6833','A380-11','AZNefeBIgptDpO', 'SL')
('AC22517-2022-11-01-6663','A371-3','VCx', 'UB')
('SL22517-2022-11-02-6828','S285-12','jZKXXO', 'LB')
('SL22517-2022-11-01-6749','S282-5','bc', 'MB')
('SL22517-2022-11-02-6859','S286-19','q', 'UB')
('SL22517-2022-11-02-6860','S286-20','VbkdskBOAnUNqTfV', 'LB')
('AC22517-2022-11-02-6898','A384-4','Js', 'UB')
('SL22517-2022-11-01-6750','S282-6','XvonqGkGZMxdAK', 'UB')
('SL22517-2022-11-02-6863','S286-23','VYQKvTWSTMo', 'SL')
('SL04652-2022-11-01-6767','S282-23','cVyIxTrWCv', 'SL')
('AC04652-2022-11-01-6866','A382-8','mi', 'LB')
('SL04652-2022-11-01-6768','S282-24','GJhcCLQPQgog', 'SU')
('AC22517-2022-11-02-6901','A384-7','qSRMvvvSp', 'LB')
('AC22517-2022-11-01-6699','A373-3','YljK', 'UB')
('AC04652-2022-11-02-6777','A377-9','HiYdml', 'UB')
('SL12058-2022-11-01-6787','S283-19','NIyEyphQpyH', 'UB')
('SL04652-2022-11-02-6877','S287-13','i', 'MB')
('AC04652-2022-11-02-6780','A377-12','gMXrCcZqAuDN', 'SU')
('SL12058-2022-11-01-6789','S283-21','rlnOKIRuvus', 'MB')
('SL12058-2022-11-01-6790','S283-22','SKsaLCHSsD', 'UB')
('SL04652-2022-11-02-6878','S287-14','gQgsJDXESeyz', 'UB')
('AC22517-2022-11-02-6903','A384-9','FFu', 'UB')
('SL22517-2022-11-01-6752','S282-8','hNvJFSjI', 'SU')
('SL22517-2022-11-01-6753','S282-9','nCBRCc', 'LB')
('AC12058-2022-11-01-6855','A381-15','kuLVQmSoo', 'UB')
('AC22517-2022-11-01-6709','A373-13','ObzvGpbwzasBELsU', 'LB')
('AC04652-2022-11-01-6873','A382-15','UHpGDxbpb', 'UB')
('SL12058-2022-11-01-6792','S283-24','XEGjcGwefC', 'SU')
('AC04652-2022-11-02-6785','A377-17','oSUixX', 'SL')
('AC22517-2022-11-02-6909','A384-15','DzUBEUZ', 'UB')
('AC12058-2022-11-01-6859','A382-1','xDgWojEzalIOkFX', 'LB')
('AC04652-2022-11-01-6874','A382-16','pyapuMkCltAdRpoX', 'UB')
('AC04652-2022-11-01-6875','A382-17','xSvJViZhLgAq', 'SL')
('AC22517-2022-11-01-6714','A373-18','UPUjw', 'SU')
('SL22517-2022-11-02-6873','S287-9','tnDOCdYLeLHfPI', 'LB')
('AC12058-2022-11-01-6863','A382-5','I', 'SL')
('SL04652-2022-11-02-6886','S287-22','rgOhrHpPWCYBPWD', 'UB')
('SL04652-2022-11-01-6783','S283-15','QjobSjE', 'SL')
('AC12058-2022-11-01-6864','A382-6','G', 'SU')
('SL22517-2022-11-01-6764','S282-20','hatkaleJNK', 'LB')
('AC22517-2022-11-01-6721','A374-7','TCWWdlRQ', 'LB')
('SL12058-2022-11-01-6796','S284-4','qiG', 'LB')
('AC04652-2022-11-01-6882','A383-6','zySuhavlsFxQeHk', 'SU')
('SL04652-2022-11-02-6893','S288-5','krtHpqJqYtntSnQ', 'MB')
('AC22517-2022-11-01-6725','A374-11','lO', 'SL')
('SL04652-2022-11-01-6790','S283-22','weEGn', 'UB')
('AC22517-2022-11-01-6726','A374-12','vvWMqdmKsuux', 'SU')
('SL12058-2022-11-01-6801','S284-9','tBlfMUH', 'LB')
('AC22517-2022-11-01-6766','A376-16','uUBRmMJ', 'UB')
('SL12058-2022-11-01-6828','S285-12','yKSCwhLSiFzOM', 'LB')
('AC04652-2022-11-01-6928','A385-16','GeXh', 'UB')
('SL04652-2022-11-01-6837','S285-21','hjsMGmXAFOeFT', 'MB')
('SL22517-2022-11-01-6810','S284-18','eaBXRLZE', 'MB')
('SL22517-2022-11-02-6919','S289-7','bbCZZGbd', 'SL')
('AC04652-2022-11-02-6822','A379-18','VKoZDjnm', 'SU')
('SL22517-2022-11-02-6921','S289-9','WtsllkdoMNym', 'LB')
('SL22517-2022-11-01-6811','S284-19','jL', 'UB')
('SL22517-2022-11-02-6923','S289-11','tFSJqqgKxzpmR', 'UB')
('SL04652-2022-11-02-6929','S289-17','ThLN', 'LB')
('AC04652-2022-11-01-6936','A386-6','F', 'SU')
('AC22517-2022-11-02-6960','A387-12','TLvgqldKEJsQI', 'SU')
('SL12058-2022-11-01-6836','S285-20','aUuOiXxjEp', 'LB')
('AC22517-2022-11-01-6779','A377-11','S', 'SL')
('SL12058-2022-11-01-6838','S285-22','O', 'UB')
('SL22517-2022-11-01-6817','S285-1','TqNITIKpoefpqkn', 'LB')
('AC22517-2022-11-02-6965','A387-17','fpWb', 'SL')
('SL04652-2022-11-02-6939','S290-3','PHBviUGSNajckkSI', 'UB')
('SL04652-2022-11-01-6852','S286-12','I', 'LB')
('SL04652-2022-11-02-6953','S290-17','CUvd', 'LB')
('AC04652-2022-11-01-6948','A386-18','vjUVqYC', 'SU')
('SL04652-2022-11-01-6862','S286-22','gsihhifs', 'UB')
('AC12058-2022-11-01-6937','A386-7','zKRSTJfkO', 'LB')
('SL04652-2022-11-02-6959','S290-23','ZlNrnszsMrZEzCs', 'SL')
('SL22517-2022-11-02-6957','S290-21','CPqbr', 'MB')
('SL22517-2022-11-02-6960','S290-24','R', 'SU')
('AC12058-2022-11-01-6940','A386-10','wJAynMv', 'UB')
('AC22517-2022-11-02-6982','A388-16','JyudTgTsyOQmsnf', 'UB')
('SL22517-2022-11-01-6842','S286-2','AgYfZuhuPyFp', 'MB')
('SL22517-2022-11-01-6843','S286-3','CqSxij', 'UB')
('SL04652-2022-11-01-6873','S287-9','H', 'LB')
('AC04652-2022-11-01-6960','A387-12','Wug', 'SU')
('AC04652-2022-11-02-6860','A382-2','UkFTgR', 'LB')
('AC12058-2022-11-01-6946','A386-16','csxFiFbstv', 'UB')
('SL22517-2022-11-02-6966','S291-6','SqFhGDaBqB', 'UB')
('AC22517-2022-11-01-6819','A379-15','jTvQReNtttnqzB', 'UB')
('AC22517-2022-11-02-6992','A389-8','MTPuznxy', 'LB')
('AC04652-2022-11-02-6862','A382-4','RCuEk', 'UB')
('SL12058-2022-11-01-6874','S287-10','fAHV', 'MB')
('SL22517-2022-11-01-6850','S286-10','eqFrndavQ', 'MB')
('AC22517-2022-11-01-6824','A380-2','EhGnNLuFRR', 'LB')
('AC22517-2022-11-02-6995','A389-11','L', 'SL')
('SL22517-2022-11-01-6851','S286-11','RAbnKrhNkf', 'UB')
('AC12058-2022-11-01-6958','A387-10','YzuaPBT', 'UB')
('SL22517-2022-11-02-6970','S291-10','sDTRbbqlaUhY', 'MB')
('SL22517-2022-11-02-6971','S291-11','yLDCKNojpTE', 'UB')
('SL04652-2022-11-02-6979','S291-19','MVqKFnExc', 'UB')
('SL04652-2022-11-02-6980','S291-20','vLcTaoXYUkjJduNW', 'LB')
('SL04652-2022-11-01-6881','S287-17','ChqqUKluUypWWCn', 'LB')
('AC12058-2022-11-01-6960','A387-12','rDsvhE', 'SU')
('SL12058-2022-11-01-6883','S287-19','gWCikbRyOFrHzqUM', 'UB')
('AC22517-2022-11-01-6834','A380-12','ybVnJcrZuLD', 'SU')
('AC22517-2022-11-02-7006','A390-4','hraKvnbky', 'UB')
('SL22517-2022-11-02-6975','S291-15','HnMbmnQCone', 'SL')
('AC22517-2022-11-01-6837','A380-15','OeTOnySYqHPs', 'UB')
('AC04652-2022-11-01-6974','A388-8','wLDamSkSuHCKkXoj', 'LB')
('AC04652-2022-11-01-6975','A388-9','RKJdW', 'UB')
('SL04652-2022-11-01-6886','S287-22','wHjOdRAzQYC', 'UB')
('AC04652-2022-11-02-6875','A382-17','fmIWPHnJATmZCsO', 'SL')
('SL22517-2022-11-01-6853','S286-13','oKuOUCtybSg', 'MB')
('SL12058-2022-11-01-6891','S288-3','HjSjLmXwIWgGS', 'UB')
('AC04652-2022-11-01-6979','A388-13','FGX', 'LB')
('AC04652-2022-11-01-6980','A388-14','sC', 'LB')
('SL04652-2022-11-01-6890','S288-2','ZaUwWCa', 'MB')
('SL04652-2022-11-02-6988','S292-4','sgnamizBWmqzlUfj', 'LB')
('SL22517-2022-11-02-6985','S292-1','oiBhXgTxBBsbo', 'LB')
('SL22517-2022-11-01-6859','S286-19','nzaFatGHpqKtEsxI', 'UB')
('AC22517-2022-11-02-7013','A390-11','DlFLIuZmT', 'SL')
('AC12058-2022-11-01-6974','A388-8','IZ', 'LB')
('SL22517-2022-11-02-6987','S292-3','izCldDko', 'UB')
('SL12058-2022-11-01-6897','S288-9','zYxaJDzYyO', 'LB')
('AC04652-2022-11-02-6883','A383-7','BTfHhsLGTDgiYMg', 'LB')
('AC04652-2022-11-02-6884','A383-8','wiBbjrcsbKNF', 'LB')
('AC04652-2022-11-01-6987','A389-3','F', 'UB')
('SL04652-2022-11-02-6991','S292-7','IlJeudhRUWJmP', 'SL')
('AC04652-2022-11-02-6886','A383-10','HrifLfqFTaBUapX', 'UB')
('AC12058-2022-11-01-6979','A388-13','DvwS', 'LB')
('SL04652-2022-11-01-6895','S288-7','Pii', 'SL')
('AC12058-2022-11-01-6981','A388-15','claOYUVMxGxIY', 'UB')
('SL04652-2022-11-02-6995','S292-11','TiiBromLoCBWKj', 'UB')
('SL04652-2022-11-02-6996','S292-12','L', 'LB')
('SL22517-2022-11-02-6994','S292-10','YZRnkSlHFaTkmpFg', 'MB')
('SL04652-2022-11-02-6998','S292-14','NW', 'UB')
('AC12058-2022-11-01-6992','A389-8','f', 'LB')
('AC22517-2022-11-01-6864','A382-6','iUQCnHuivugAlmR', 'SU')
('SL04652-2022-11-02-7009','S293-1','DVGNhZzmcnNPBZ', 'LB')
('SL04652-2022-11-02-7011','S293-3','qTEkoyZcvoanyGp', 'UB')
('SL04652-2022-11-01-6905','S288-17','SKoBR', 'LB')
('AC04652-2022-11-01-7001','A389-17','WGxgbMCcOnsji', 'SL')
('AC12058-2022-11-01-7002','A389-18','rMvP', 'SU')
('SL12058-2022-11-01-6916','S289-4','NumpAulmpXkV', 'LB')
('AC22517-2022-11-01-6871','A382-13','QpBIlVLFXvz', 'LB')
('SL22517-2022-11-02-7012','S293-4','MjCmbzqcGXr', 'LB')
('AC04652-2022-11-01-7004','A390-2','IJVoCpiFRFTJKoJb', 'LB')
('AC22517-2022-11-01-6875','A382-17','IsAHfwxWQyjShJak', 'SL')
('AC04652-2022-11-02-6898','A384-4','ZPgWsTl', 'UB')
('AC22517-2022-11-02-7043','A392-5','kFDdSHoo', 'SL')
('AC04652-2022-11-01-7007','A390-5','pczzOmYPedlszrks', 'SL')
('SL04652-2022-11-02-7023','S293-15','rjCbPIZcMV', 'SL')
('SL04652-2022-11-02-7025','S293-17','JoFzuYdK', 'LB')
('AC04652-2022-11-02-6901','A384-7','HXCmPmXLMKwrYOUo', 'LB')
('AC22517-2022-11-02-7076','A394-2','nontNbOHDe', 'LB')
('SL22517-2022-11-01-6919','S289-7','knvGhU', 'SL')
('SL04652-2022-11-02-7054','S294-22','xmt', 'UB')
('AC22517-2022-11-01-6909','A384-15','dWICDuQsrR', 'UB')
('SL04652-2022-11-01-6952','S290-16','rAXaNySU', 'SU')
('AC04652-2022-11-02-6933','A386-3','ZJl', 'UB')
('AC04652-2022-11-02-6934','A386-4','p', 'UB')
('SL12058-2022-11-01-6960','S290-24','tvJ', 'SU')
('SL04652-2022-11-02-7059','S295-3','aJuZWhAUZboajQc', 'UB')
('AC12058-2022-11-01-7035','A391-15','BGcdHeKW', 'UB')
('SL22517-2022-11-02-7054','S294-22','VIHIiGscRehRIlO', 'UB')
('AC22517-2022-11-01-6915','A385-3','WsNvcIlqg', 'UB')
('SL04652-2022-11-01-6958','S290-22','mdz', 'UB')
('AC22517-2022-11-02-7085','A394-11','NeAGe', 'SL')
('SL04652-2022-11-02-7062','S295-6','aIexQjkkACZkP', 'UB')
('SL04652-2022-11-01-6959','S290-23','oHJ', 'SL')
('AC04652-2022-11-01-7044','A392-6','rzMLCXkwOPvq', 'SU')
('AC04652-2022-11-02-6941','A386-11','QYpZHjBndAkdaCZ', 'SL')
('SL22517-2022-11-02-7060','S295-4','NvDEVmysq', 'LB')
('SL22517-2022-11-01-6933','S289-21','fnE', 'MB')
('AC22517-2022-11-02-7090','A394-16','ZTjsqyzyIfWTze', 'UB')
('SL12058-2022-11-01-7041','S294-9','DLSQWXbbulLWw', 'LB')
('SL04652-2022-11-01-7040','S294-8','pTaCXCnJxvA', 'SU')
('SL04652-2022-11-01-7041','S294-9','LQgNnP', 'LB')
('AC04652-2022-11-01-7115','A396-5','yF', 'SL')
('SL04652-2022-11-02-7140','S298-12','ZrMzBwFpfaCkHyt', 'LB')
('AC12058-2022-11-01-7108','A395-16','ho', 'UB')
('AC04652-2022-11-01-7118','A396-8','bwMvyQgGe', 'LB')
('AC22517-2022-11-02-7176','A399-12','gtKLPVAJuXFqcBV', 'SU')
('AC22517-2022-11-01-6994','A389-10','jQqiSrvhGQxdKj', 'UB')
('AC04652-2022-11-01-7125','A396-15','Ih', 'UB')
('AC22517-2022-11-01-6999','A389-15','NCMXimijGMSAvmw', 'UB')
('SL22517-2022-11-01-7012','S293-4','HCrzRxcXDm', 'LB')
('SL12058-2022-11-01-7066','S295-10','ihPPl', 'MB')
('AC04652-2022-11-02-7035','A391-15','MxPendiy', 'UB')
('SL12058-2022-11-01-7068','S295-12','BQFRgIGhBIVRXK', 'LB')
('SL22517-2022-11-02-7146','S298-18','LzCJjxBUdORtb', 'MB')
('AC04652-2022-11-02-7036','A391-16','cqWywgARRnqxdPV', 'UB')
('AC12058-2022-11-01-7122','A396-12','TkmE', 'SU')
('SL22517-2022-11-02-7149','S298-21','hLAcc', 'MB')
('AC22517-2022-11-01-7005','A390-3','ZCRdOu', 'UB')
('AC04652-2022-11-02-7039','A392-1','sdBr', 'LB')
('AC04652-2022-11-02-7040','A392-2','tDx', 'LB')
('SL22517-2022-11-02-7151','S298-23','QIDkEBBwKMHQLSH', 'SL')
('AC22517-2022-11-02-7196','A400-14','g', 'LB')
('AC04652-2022-11-01-7143','A397-15','fxyLEBOrtys', 'UB')
('AC04652-2022-11-02-7043','A392-5','wSxwEysFTj', 'SL')
('SL04652-2022-11-02-7161','S299-9','iwKxx', 'LB')
('AC22517-2022-11-02-7198','A400-16','PuKbcBLHjWgHP', 'UB')
('SL04652-2022-11-02-7162','S299-10','Kk', 'MB')
('AC04652-2022-11-01-7145','A397-17','iZTuhztNeGSbZk', 'SL')
('SL22517-2022-11-02-7159','S299-7','tkV', 'SL')
('SL22517-2022-11-01-7023','S293-15','MmJIAEMDuf', 'SL')
('AC22517-2022-11-01-7019','A390-17','UVtzvPls', 'SL')
('AC04652-2022-11-02-7048','A392-10','rvunTYXM', 'UB')
('AC12058-2022-11-01-7133','A397-5','OTtORNE', 'SL')
('AC04652-2022-11-01-7149','A398-3','DLmBcUyhjWnncfJ', 'UB')
('SL04652-2022-11-02-7171','S299-19','kPDxhf', 'UB')
('AC22517-2022-11-01-7022','A391-2','EhN', 'LB')
('SL04652-2022-11-02-7172','S299-20','ecxaVbSkwI', 'LB')
('SL04652-2022-11-01-7079','S295-23','ADQGpXSUVAjA', 'SL')
('SL22517-2022-11-01-7036','S294-4','ihmKfxtbOjyb', 'LB')
('AC22517-2022-11-02-7213','A401-13','B', 'LB')
('SL22517-2022-11-02-7170','S299-18','hcSPWjf', 'MB')
('AC12058-2022-11-01-7140','A397-12','IewV', 'SU')
('AC12058-2022-11-01-7141','A397-13','alFluvZkLONXK', 'LB')
('SL04652-2022-11-02-7177','S300-1','FE', 'LB')
('AC12058-2022-11-01-7144','A397-16','eTqYAdwqAAm', 'UB')
('SL12058-2022-11-01-7102','S296-22','hOOeGPwumiHlvk', 'UB')
('SL22517-2022-11-01-7047','S294-15','g', 'SL')
('SL04652-2022-11-02-7183','S300-7','Gg', 'SL')
('SL04652-2022-11-02-7184','S300-8','GgTQAqAcwLSgy', 'SU')
('AC12058-2022-11-01-7153','A398-7','NIKWyJFgEO', 'LB')
('AC22517-2022-11-02-7226','A402-8','dukbxqBqI', 'LB')
('AC04652-2022-11-01-7163','A398-17','xrXCfykqLoBJkKDd', 'SL')
('SL22517-2022-11-01-7052','S294-20','FNeHAAauPVcF', 'LB')
('AC22517-2022-11-02-7228','A402-10','WDywFqXKsodgBy', 'UB')
('SL12058-2022-11-01-7110','S297-6','yGnSTtAyjZIybw', 'UB')
('AC04652-2022-11-02-7063','A393-7','LvORyEn', 'LB')
('AC04652-2022-11-01-7165','A399-1','ZgiYlRjZ', 'LB')
('SL12058-2022-11-01-7111','S297-7','EcGOdVnEXjqmS', 'SL')
('AC22517-2022-11-01-7040','A392-2','igTakpF', 'LB')
('AC12058-2022-11-01-7161','A398-15','cpMaaUy', 'UB')
('SL04652-2022-11-02-7189','S300-13','OgIO', 'MB')
('SL12058-2022-11-01-7115','S297-11','lTmhJrVJSd', 'UB')
('SL04652-2022-11-01-7093','S296-13','ljUqayCQGB', 'MB')
('SL04652-2022-11-01-7094','S296-14','GqZEu', 'UB')
('AC04652-2022-11-02-7067','A393-11','Mpa', 'SL')
('AC12058-2022-11-01-7168','A399-4','ZcMfwtU', 'UB')
('AC22517-2022-11-01-7043','A392-5','FMvwp', 'SL')
('AC22517-2022-11-02-7238','A403-2','ohoHbDWHvzqUujc', 'LB')
('AC12058-2022-11-01-7170','A399-6','KzjbeAyTRvmMWBcL', 'SU')
('SL12058-2022-11-01-7120','S297-16','zfYW', 'SU')
('SL04652-2022-11-01-7102','S296-22','zHEnS', 'UB')
('SL04652-2022-11-02-7197','S300-21','mCoPcSsHNxj', 'MB')
('AC22517-2022-11-01-7045','A392-7','loj', 'LB')
('SL22517-2022-11-01-7063','S295-7','pnOyt', 'SL')
('AC12058-2022-11-01-7174','A399-10','IkgiOzQ', 'UB')
('SL12058-2022-11-01-7125','S297-21','KMAi', 'MB')
('SL12058-2022-11-01-7126','S297-22','cijnT', 'UB')
('SL04652-2022-11-02-7200','S300-24','mmIqTpiMIDiJdn', 'SU')
('AC22517-2022-11-02-7245','A403-9','eyKuyKhBxfUGQ', 'UB')
('AC22517-2022-11-02-7246','A403-10','lphmqhnrRweUj', 'UB')
('AC04652-2022-11-01-7181','A399-17','nJO', 'SL')
('AC04652-2022-11-02-7081','A394-7','ZdMPbSWvzpZYVFS', 'LB')
('AC04652-2022-11-01-7182','A399-18','PoQFoQj', 'SU')
('AC04652-2022-11-02-7084','A394-10','gwsDnYbv', 'UB')
('SL12058-2022-11-01-7134','S298-6','ojxynCzGwHRgLr', 'UB')
('SL22517-2022-11-02-7200','S300-24','uGJpUKeImJFJpT', 'SU')
('AC12058-2022-11-01-7187','A400-5','qdHGZNcP', 'SL')
