('SL12058-2022-11-01-175','S8-7','dXKgfuSBDPKiDjI', 'SL')
('AC22517-2022-11-01-10923','A607-15','lrPEd', 'UB')
('SL12058-2022-11-01-10684','S446-4','ve', 'LB')
('AC22517-2022-11-01-10924','A607-16','QBOYs', 'UB')
('AC22517-2022-11-01-10927','A608-1','UCEXRLMRVcxgK', 'LB')
('SL22517-2022-11-02-10828','S452-4','OLkqGwqVCj', 'LB')
('AC04652-2022-11-02-10946','A609-2','NVWKiRNtKoS', 'LB')
('SL04652-2022-11-02-10871','S453-23','CmJvHFZjkqosECRe', 'SL')
('SL22517-2022-11-01-10758','S449-6','DzWcYYJQHGdebYoN', 'UB')
('AC12058-2022-11-01-10956','A609-12','NWSeVimjUoTyDU', 'SU')
('AC04652-2022-11-01-11113','A618-7','FmGlTZ', 'LB')
('AC12058-2022-11-01-10958','A609-14','BqTfZDTkiDjRTNW', 'LB')
('AC04652-2022-11-02-10978','A610-16','voIqkdYmrJLuztrN', 'UB')
('AC22517-2022-11-01-10957','A609-13','BFFSrrMzhPBAW', 'LB')
('AC22517-2022-11-01-10958','A609-14','qhj', 'LB')
('SL22517-2022-11-02-10864','S453-16','xziBQUAUkk', 'SU')
('AC22517-2022-11-02-10967','A610-5','qVOCovOlRg', 'SL')
('SL04652-2022-11-01-10845','S452-21','zLlHgezqXW', 'MB')
('SL12058-2022-11-01-10724','S447-20','wHJCAGGhcpqs', 'LB')
('SL22517-2022-11-02-10868','S453-20','rk', 'LB')
('SL12058-2022-11-01-10727','S447-23','DKnidXBcBcxa', 'SL')
('SL22517-2022-11-01-10772','S449-20','ZxnkpbGzYi', 'LB')
('SL22517-2022-11-01-10773','S449-21','LxgNuBAfOteGA', 'MB')
('SL22517-2022-11-01-10774','S449-22','xRBnLAvCHCeO', 'UB')
('AC22517-2022-11-01-10977','A610-15','yODwSEgaMKbheI', 'UB')
('SL12058-2022-11-01-10741','S448-13','CmbgeSFzjdeFaNe', 'MB')
('AC12058-2022-11-01-10981','A611-1','hhIhqys', 'LB')
('SL22517-2022-11-02-10882','S454-10','IQLHxcS', 'MB')
('AC04652-2022-11-01-11139','A619-15','CjAmzSdTPPOvQn', 'UB')
('AC22517-2022-11-02-10985','A611-5','VQUAHADIjGbRiu', 'SL')
('SL22517-2022-11-01-10797','S450-21','Nsg', 'MB')
('SL12058-2022-11-01-10750','S448-22','cSXZstIg', 'UB')
('SL04652-2022-11-01-10888','S454-16','y', 'SU')
('SL22517-2022-11-02-10919','S455-23','hfDdIWXWtkHaIH', 'SL')
('AC22517-2022-11-01-11047','A614-13','qrrSPURc', 'LB')
('AC12058-2022-11-01-11071','A616-1','oXSLHrabW', 'LB')
('AC12058-2022-11-01-11072','A616-2','LfrDvALEWRfN', 'LB')
('AC22517-2022-11-02-11047','A614-13','zhFSuSUzNM', 'LB')
('SL04652-2022-11-01-10959','S457-15','thxawzmTpPOXPza', 'SL')
('SL04652-2022-11-01-10960','S457-16','E', 'SU')
('AC22517-2022-11-02-11051','A614-17','soqUwFPjbiykER', 'SL')
('AC12058-2022-11-01-11078','A616-8','MMstquBXtSSqjmnd', 'LB')
('SL22517-2022-11-02-10964','S457-20','ungerQrtvqmSDY', 'LB')
('SL12058-2022-11-01-10837','S452-13','TKZqGlfIZ', 'MB')
('SL12058-2022-11-01-10838','S452-14','qttp', 'UB')
('SL04652-2022-11-02-11018','S460-2','PLhluunxkwVimXcJ', 'MB')
('AC04652-2022-11-01-11242','A625-10','fKHdZFqSNASahapY', 'UB')
('AC22517-2022-11-01-11096','A617-8','oVqC', 'LB')
('AC12058-2022-11-01-11130','A619-6','tcI', 'SU')
('AC04652-2022-11-01-11280','A627-12','FUidvOoNai', 'SU')
('SL22517-2022-11-01-10923','S456-3','cKXqzjheWDPw', 'UB')
('AC04652-2022-11-02-11123','A618-17','QS', 'SL')
('AC12058-2022-11-01-11135','A619-11','xlCbZhpmOfYxleFc', 'SL')
('AC04652-2022-11-01-11289','A628-3','FhSTPVkNG', 'UB')
('AC22517-2022-11-01-11126','A619-2','vrGSFk', 'LB')
('SL12058-2022-11-01-10901','S455-5','q', 'MB')
('AC22517-2022-11-02-11106','A617-18','nNESOP', 'SU')
('SL04652-2022-11-02-11054','S461-14','GGNUPtH', 'UB')
('SL22517-2022-11-01-10944','S456-24','JlVe', 'SU')
('SL22517-2022-11-02-11084','S462-20','lyoeT', 'LB')
('SL22517-2022-11-01-10996','S459-4','DLfKyiGo', 'LB')
('SL22517-2022-11-01-11007','S459-15','poBX', 'SL')
('AC22517-2022-11-01-11191','A622-13','GHfpMxgflawv', 'LB')
('AC22517-2022-11-02-11170','A621-10','tFXIiClSXjUVh', 'UB')
('SL22517-2022-11-02-11104','S463-16','udvE', 'SU')
('AC22517-2022-11-02-11175','A621-15','mXqyUI', 'UB')
('AC04652-2022-11-01-11379','A633-3','rZFA', 'UB')
('AC04652-2022-11-02-11232','A624-18','aXoaYjevONzz', 'SU')
('AC22517-2022-11-01-11202','A623-6','aZDIqLcfsDTZLoR', 'SU')
('AC22517-2022-11-02-11185','A622-7','NFPEWZLWtgLp', 'LB')
('SL12058-2022-11-01-10999','S459-7','PDkwqYTluKwNYYZ', 'SL')
('SL22517-2022-11-01-11025','S460-9','jqi', 'LB')
('AC22517-2022-11-01-11204','A623-8','fqxsVZXNwhrkyUb', 'LB')
('AC04652-2022-11-01-11397','A634-3','QOQQeJqmQBVKnEF', 'UB')
('SL22517-2022-11-02-11121','S464-9','gZVkj', 'LB')
('SL04652-2022-11-02-11134','S464-22','flFxhi', 'UB')
('AC22517-2022-11-01-11215','A624-1','FTsG', 'LB')
('AC22517-2022-11-01-11216','A624-2','dKKH', 'LB')
('SL04652-2022-11-02-11135','S464-23','gTEpVhMO', 'SL')
('SL12058-2022-11-01-11007','S459-15','PeDfIAraoNk', 'SL')
('AC04652-2022-11-01-11406','A634-12','VrdWjSPMmutdoRr', 'SU')
('SL04652-2022-11-01-11117','S464-5','VOoKkqNcq', 'MB')
('AC04652-2022-11-02-11273','A627-5','JvdEErcmJDVdRbq', 'SL')
('SL04652-2022-11-02-11166','S466-6','acMelb', 'UB')
('AC04652-2022-11-01-11429','A635-17','YWvYqsRAvVQz', 'SL')
('AC04652-2022-11-01-11436','A636-6','OHcKusfHAudhMuLs', 'SU')
('AC22517-2022-11-02-11240','A625-8','pFQzgAuNkSCQC', 'LB')
('AC12058-2022-11-01-11290','A628-4','wmHa', 'UB')
('SL22517-2022-11-02-11166','S466-6','PUkAYsMmRMZdMHVw', 'UB')
('SL04652-2022-11-01-11152','S465-16','RQogpTRu', 'SU')
('AC04652-2022-11-01-11441','A636-11','JVzmQFUPezOKbOL', 'SL')
('SL04652-2022-11-01-11155','S465-19','KmBOPhOWQB', 'UB')
('SL22517-2022-11-02-11169','S466-9','HMdoi', 'LB')
('AC04652-2022-11-01-11445','A636-15','ycX', 'UB')
('AC22517-2022-11-02-11291','A628-5','bzykIfgsLeEnHHO', 'SL')
('AC22517-2022-11-01-11305','A629-1','RmEtz', 'LB')
('SL22517-2022-11-02-11214','S468-6','XbLLlLolZYEl', 'UB')
('AC22517-2022-11-01-11309','A629-5','gEWnA', 'SL')
('SL04652-2022-11-02-11214','S468-6','RFEwEbkHsF', 'UB')
('SL04652-2022-11-02-11215','S468-7','LSvIXflc', 'SL')
('SL04652-2022-11-01-11201','S467-17','gBhFbqNJMKXAnA', 'LB')
('AC22517-2022-11-02-11301','A628-15','f', 'UB')
('SL22517-2022-11-01-11138','S465-2','YtQkak', 'MB')
('AC04652-2022-11-02-11341','A631-1','VThl', 'LB')
('AC12058-2022-11-01-11346','A631-6','fx', 'SU')
('AC04652-2022-11-02-11342','A631-2','iZ', 'LB')
('AC22517-2022-11-02-11305','A629-1','DhReFayo', 'LB')
('SL04652-2022-11-02-11223','S468-15','LnBb', 'SL')
('AC12058-2022-11-01-11349','A631-9','br', 'UB')
('AC22517-2022-11-02-11308','A629-4','iHiBCVSfhTzYBpwU', 'UB')
('SL04652-2022-11-01-11211','S468-3','g', 'UB')
('SL22517-2022-11-01-11146','S465-10','uheA', 'MB')
('SL12058-2022-11-01-11098','S463-10','n', 'MB')
('SL22517-2022-11-02-11230','S468-22','HDyCJOSJbnuwnjMZ', 'UB')
('AC12058-2022-11-01-11359','A632-1','DAEyEbhjuRJOmeo', 'LB')
('AC04652-2022-11-01-11558','A643-2','IyIWaOyFFSPCOlN', 'LB')
('SL04652-2022-11-02-11280','S470-24','KOYHgeai', 'SU')
('AC22517-2022-11-01-11399','A634-5','IhUibUEVHc', 'SL')
('AC22517-2022-11-01-11413','A635-1','zkaQDzctkOCessNO', 'LB')
('SL22517-2022-11-02-11303','S471-23','DYLRPk', 'SL')
('AC04652-2022-11-01-11588','A644-14','UWMokmixxqcj', 'LB')
('AC12058-2022-11-01-11418','A635-6','tgOfkIix', 'SU')
('SL22517-2022-11-02-11366','S474-14','lYEJBHwgPHDwDe', 'UB')
('SL04652-2022-11-01-11353','S474-1','hZCaXdxj', 'LB')
('AC22517-2022-11-02-11462','A637-14','KqTbaEmPUKILdK', 'LB')
('SL04652-2022-11-01-11384','S475-8','nyDfWQWKWB', 'SU')
('SL04652-2022-11-01-11391','S475-15','pGLbm', 'SL')
('SL04652-2022-11-01-11392','S475-16','plZLojTnVXai', 'SU')
('AC12058-2022-11-01-11511','A640-9','cCIJWrJQuWNKriGR', 'UB')
('SL04652-2022-11-01-11393','S475-17','ntGwhO', 'LB')
('AC04652-2022-11-01-11835','A658-9','jLks', 'UB')
('SL12058-2022-11-01-11447','S477-23','JBZSurExiKJ', 'SL')
('SL22517-2022-11-01-11475','S479-3','PVLCnLGrgjc', 'UB')
('SL04652-2022-11-01-11543','S481-23','nPDfy', 'SL')
('AC22517-2022-11-01-11671','A649-7','PTuJKLEuYeMrJb', 'LB')
('AC04652-2022-11-02-11690','A650-8','q', 'LB')
('AC04652-2022-11-02-11691','A650-9','CaIvsOGtWYOpifJ', 'UB')
('SL22517-2022-11-02-11575','S483-7','YQehTi', 'SL')
('AC12058-2022-11-01-11679','A649-15','ZyaPs', 'UB')
('SL04652-2022-11-01-11548','S482-4','THT', 'LB')
('AC22517-2022-11-01-11720','A652-2','wGyqKiyEJh', 'LB')
('AC04652-2022-11-02-11749','A653-13','UsZmoH', 'LB')
('SL04652-2022-11-01-11607','S484-15','uKxKqfd', 'SL')
('AC12058-2022-11-01-11741','A653-5','ImtpYfvw', 'SL')
('SL12058-2022-11-01-11517','S480-21','KHX', 'MB')
('AC04652-2022-11-01-11937','A664-3','iicNlS', 'UB')
('AC22517-2022-11-01-11742','A653-6','XqbkxJLe', 'SU')
('AC04652-2022-11-01-11946','A664-12','rrjPQpPg', 'SU')
('AC04652-2022-11-02-11762','A654-8','kFEvlAj', 'LB')
('AC04652-2022-11-01-11999','A667-11','zgtFGCzOYTi', 'SL')
('SL12058-2022-11-01-11571','S483-3','LhgAdHQFkh', 'UB')
('SL04652-2022-11-02-11704','S488-16','h', 'SU')
('AC12058-2022-11-01-11790','A655-18','CUCoiEJ', 'SU')
('SL12058-2022-11-01-11575','S483-7','xcfJ', 'SL')
('AC22517-2022-11-01-11794','A656-4','PupBozSmjuSuKTQg', 'UB')
('AC22517-2022-11-02-11756','A654-2','j', 'LB')
('AC22517-2022-11-02-11758','A654-4','PkraJH', 'UB')
('AC12058-2022-11-01-11799','A656-9','j', 'UB')
('AC04652-2022-11-02-11818','A657-10','JRlatrGzqXHuxVYB', 'UB')
('SL04652-2022-11-02-11726','S489-14','G', 'UB')
('SL12058-2022-11-01-11599','S484-7','Ugb', 'SL')
('AC12058-2022-11-01-11807','A656-17','AUowrEKhmCRmSz', 'SL')
('SL22517-2022-11-01-11644','S486-4','Pq', 'LB')
('AC04652-2022-11-01-12016','A668-10','NUScvAi', 'UB')
('SL22517-2022-11-01-11650','S486-10','McVLhXKGPBeXj', 'MB')
('SL22517-2022-11-02-11735','S489-23','LlNtEJyZeZIRq', 'SL')
('SL12058-2022-11-01-11610','S484-18','Io', 'MB')
('AC04652-2022-11-01-12025','A669-1','UUYVagU', 'LB')
('AC04652-2022-11-02-11851','A659-7','aHzVwnaLxgJDJ', 'LB')
('SL22517-2022-11-01-11663','S486-23','UbarITc', 'SL')
('AC12058-2022-11-01-11826','A657-18','KaCfODuPi', 'SU')
('SL04652-2022-11-01-11716','S489-4','LL', 'LB')
('AC22517-2022-11-02-11800','A656-10','R', 'UB')
('AC22517-2022-11-02-11801','A656-11','LM', 'SL')
('SL12058-2022-11-01-11624','S485-8','gWawWuuENWiOgG', 'SU')
('AC22517-2022-11-01-11853','A659-9','WYCJsbTCcIrPe', 'UB')
('AC22517-2022-11-02-11814','A657-6','l', 'SU')
('AC04652-2022-11-01-12062','A671-2','vJZUPQq', 'LB')
('AC04652-2022-11-01-12063','A671-3','CaBVAEt', 'UB')
('SL22517-2022-11-01-11697','S488-9','zgtwOtc', 'LB')
('AC04652-2022-11-01-12147','A675-15','NPSZeQFdHyZKDyCU', 'UB')
('SL12058-2022-11-01-11721','S489-9','luDqTsSM', 'LB')
('SL04652-2022-11-02-11858','S495-2','hhwnbvvTeHP', 'MB')
('AC12058-2022-11-01-11942','A664-8','FuOPXE', 'LB')
('AC04652-2022-11-01-12171','A677-3','f', 'UB')
('SL04652-2022-11-02-11873','S495-17','aK', 'LB')
('AC22517-2022-11-02-11928','A663-12','LKlxZRwgIftRQED', 'SU')
('AC04652-2022-11-02-12004','A667-16','yIxS', 'UB')
('AC12058-2022-11-01-11989','A667-1','Wp', 'LB')
('SL22517-2022-11-01-11831','S493-23','KAsiTVEYyaXNE', 'SL')
('AC12058-2022-11-01-11991','A667-3','Hrmv', 'UB')
('SL22517-2022-11-01-11832','S493-24','muPbGYnEjaeR', 'SU')
('AC22517-2022-11-02-11960','A665-8','zIVLWJ', 'LB')
('AC04652-2022-11-01-12195','A678-9','tedoO', 'UB')
('AC04652-2022-11-01-12196','A678-10','xugEGwstPMqGHkg', 'UB')
('AC04652-2022-11-02-12008','A668-2','xxycDiz', 'LB')
('AC22517-2022-11-02-11963','A665-11','UYfKEthhuSKSNMy', 'SL')
('AC22517-2022-11-01-12004','A667-16','m', 'UB')
('AC12058-2022-11-01-12001','A667-13','uEEWhnYAxzbIeUAA', 'LB')
('AC12058-2022-11-01-12002','A667-14','zPOAPx', 'LB')
('SL12058-2022-11-01-11778','S491-18','kyzgGYUDI', 'MB')
('SL22517-2022-11-02-11908','S497-4','qZSpFqzzNxMGxfc', 'LB')
('SL04652-2022-11-01-11862','S495-6','IsfFRKFQtAKgeN', 'UB')
('SL04652-2022-11-02-11910','S497-6','oUyCwzyBFRpmz', 'UB')
('SL22517-2022-11-02-11910','S497-6','eDWaJmF', 'UB')
('SL12058-2022-11-01-11781','S491-21','SNTTAyMysFRVxbnA', 'MB')
('SL04652-2022-11-01-11866','S495-10','Fuogjn', 'MB')
('SL12058-2022-11-01-11783','S491-23','FxzhJYNaT', 'SL')
('SL22517-2022-11-02-11913','S497-9','eV', 'LB')
('SL12058-2022-11-01-11786','S492-2','x', 'MB')
('AC22517-2022-11-01-12013','A668-7','t', 'LB')
('SL04652-2022-11-02-11914','S497-10','gHbIDtNeVZFqmwd', 'MB')
('SL12058-2022-11-01-11788','S492-4','KI', 'LB')
('AC12058-2022-11-01-12008','A668-2','RsAnJyrgKq', 'LB')
('AC04652-2022-11-01-12214','A679-10','cDoAkhsWFKNqnCY', 'UB')
('SL04652-2022-11-01-11876','S495-20','SVsVPmA', 'LB')
('SL22517-2022-11-02-11921','S497-17','nHXixXaZawJ', 'LB')
('AC12058-2022-11-01-12016','A668-10','XuXoDuF', 'UB')
('AC22517-2022-11-01-12024','A668-18','DXCJAGVHqeE', 'SU')
('AC22517-2022-11-01-12027','A669-3','OLx', 'UB')
('AC22517-2022-11-02-11988','A666-18','MORzkSjLvIanO', 'SU')
('AC04652-2022-11-02-12039','A669-15','XCrlgQ', 'UB')
('AC04652-2022-11-01-12229','A680-7','FWBakFcY', 'LB')
('AC22517-2022-11-01-12042','A669-18','YvGD', 'SU')
('AC04652-2022-11-01-12236','A680-14','oSpblpiZ', 'LB')
('SL22517-2022-11-02-11945','S498-17','pduBgSOICyEAe', 'LB')
('AC04652-2022-11-02-12053','A670-11','FxywKjsOpYYuewm', 'SL')
('SL04652-2022-11-01-11914','S497-10','AxWQWuZWXCmZiK', 'MB')
('AC12058-2022-11-01-12050','A670-8','tP', 'LB')
('SL12058-2022-11-01-11825','S493-17','hGXUOgvPp', 'LB')
('AC22517-2022-11-02-12030','A669-6','mrVybFPdj', 'SU')
('AC22517-2022-11-01-12077','A671-17','jfmhFOoxesxWTJl', 'SL')
('SL12058-2022-11-01-11844','S494-12','AmgwnpmJtsTlBwfS', 'LB')
('SL04652-2022-11-01-11944','S498-16','LLsrdDskttFguzF', 'SU')
('AC12058-2022-11-01-12077','A671-17','LR', 'SL')
('AC12058-2022-11-01-12079','A672-1','tkQYIKvag', 'LB')
('SL04652-2022-11-01-11956','S499-4','dVMkWdWPumS', 'LB')
('AC04652-2022-11-01-12273','A682-15','CfU', 'UB')
('SL22517-2022-11-01-11919','S497-15','YBDWBNduTQP', 'SL')
('AC12058-2022-11-01-12093','A672-15','fQVW', 'UB')
('SL22517-2022-11-02-11991','S500-15','rahzCGVxxnMflY', 'SL')
('SL12058-2022-11-01-11864','S495-8','Fx', 'SU')
('AC12058-2022-11-01-12098','A673-2','HqeP', 'LB')
('AC22517-2022-11-01-12102','A673-6','bQFkDBRy', 'SU')
('SL12058-2022-11-01-11870','S495-14','vAB', 'UB')
('AC04652-2022-11-02-12106','A673-10','WvemeCwqO', 'UB')
('AC04652-2022-11-02-12107','A673-11','GL', 'SL')
('SL04652-2022-11-02-11996','S500-20','mnEIrB', 'LB')
('SL04652-2022-11-02-11997','S500-21','ThYe', 'MB')
('AC12058-2022-11-01-12104','A673-8','VVHLMuNudmmFNd', 'LB')
('SL04652-2022-11-02-11999','S500-23','NNKvAYk', 'SL')
('AC22517-2022-11-01-12113','A673-17','SunbiKJwbwIfV', 'SL')
('AC22517-2022-11-02-12074','A671-14','iPnRt', 'LB')
('AC12058-2022-11-01-12107','A673-11','NPzKRPOOJ', 'SL')
('AC04652-2022-11-01-12295','A684-1','lElJzzTutiIfly', 'LB')
('SL04652-2022-11-01-11977','S500-1','HYN', 'LB')
('SL04652-2022-11-01-11991','S500-15','kwQBQYnmmmTDocA', 'SL')
('SL22517-2022-11-01-11941','S498-13','DCkK', 'MB')
('AC12058-2022-11-01-12126','A674-12','JhUyqDjWAujkimwg', 'SU')
('AC04652-2022-11-02-12127','A674-13','A', 'LB')
('AC12058-2022-11-01-12128','A674-14','Go', 'LB')
('AC22517-2022-11-01-12125','A674-11','HAGtNlQefygLg', 'SL')
('AC04652-2022-11-01-12317','A685-5','DaUlmOnlb', 'SL')
('AC04652-2022-11-02-12171','A677-3','UDosKBy', 'UB')
('SL12058-2022-11-01-11940','S498-12','RpLXKcPpeeOy', 'LB')
('SL04652-2022-11-02-12066','S503-18','TVuIm', 'MB')
('AC22517-2022-11-02-12149','A675-17','fmwyF', 'SL')
('AC22517-2022-11-02-12152','A676-2','lKvoU', 'LB')
('SL22517-2022-11-02-12086','S504-14','W', 'UB')
('AC04652-2022-11-02-12185','A677-17','fVBtuFQrS', 'SL')
('AC04652-2022-11-02-12189','A678-3','tsUVYdbWoTrV', 'UB')
('SL22517-2022-11-01-12008','S501-8','qlahkonUZ', 'SU')
('SL04652-2022-11-02-12079','S504-7','tNVxFYdtSSJWq', 'SL')
('SL22517-2022-11-02-12113','S505-17','FdwRsSdESQjw', 'LB')
('SL22517-2022-11-01-12029','S502-5','MbwE', 'MB')
('AC04652-2022-11-02-12220','A679-16','JnMBOdNi', 'UB')
('SL22517-2022-11-01-12040','S502-16','JyuoP', 'SU')
('AC12058-2022-11-01-12253','A681-13','ybTdOGxxf', 'LB')
('SL22517-2022-11-01-12087','S504-15','F', 'SL')
('SL04652-2022-11-01-12151','S507-7','ZumGZGQ', 'SL')
('AC12058-2022-11-01-12290','A683-14','chIVFcwDPvDThSm', 'LB')
('AC22517-2022-11-01-12289','A683-13','SiCoOQucJqFDR', 'LB')
('AC04652-2022-11-01-12485','A694-11','UJ', 'SL')
('SL22517-2022-11-01-12122','S506-2','u', 'MB')
('SL22517-2022-11-01-12123','S506-3','vKrcEaRbm', 'UB')
('SL22517-2022-11-01-12124','S506-4','AZ', 'LB')
('SL22517-2022-11-01-12125','S506-5','nxG', 'MB')
('SL22517-2022-11-02-12206','S509-14','ZqLy', 'UB')
('SL04652-2022-11-02-12211','S509-19','ssLJwhkJtZHPG', 'UB')
('SL12058-2022-11-01-12076','S504-4','dtytCPcLbEf', 'LB')
('SL04652-2022-11-01-12219','S510-3','Teggd', 'UB')
('AC22517-2022-11-01-12347','A686-17','IJPnktK', 'SL')
('SL12058-2022-11-01-12080','S504-8','jcOcRWMSyQ', 'SU')
('AC12058-2022-11-01-12353','A687-5','efrilpC', 'SL')
('SL22517-2022-11-02-12243','S511-3','MISccsHLuKGc', 'UB')
('AC04652-2022-11-01-12541','A697-13','CPxpyL', 'LB')
('AC12058-2022-11-01-12360','A687-12','uUUtCo', 'SU')
('AC22517-2022-11-02-12324','A685-12','XnJ', 'SU')
('SL04652-2022-11-02-12246','S511-6','aRoLVaiBr', 'UB')
('AC22517-2022-11-01-12358','A687-10','iSzkur', 'UB')
('SL04652-2022-11-01-12227','S510-11','i', 'UB')
('SL22517-2022-11-01-12170','S508-2','kmFvXe', 'MB')
('SL12058-2022-11-01-12097','S505-1','gBSMPNSfSD', 'LB')
('SL22517-2022-11-02-12252','S511-12','lznHTCWBnBxMEqvO', 'LB')
('SL22517-2022-11-02-12259','S511-19','IbQtQaNzLuXkhB', 'UB')
('SL12058-2022-11-01-12108','S505-12','nidmkiivHBrv', 'LB')
('SL12058-2022-11-01-12130','S506-10','pLdugpXOsFVlvC', 'MB')
('SL04652-2022-11-02-12280','S512-16','hutuClHaDLCHzOjd', 'SU')
('SL04652-2022-11-01-12254','S511-14','KjcxRJwqkpwvogn', 'UB')
('AC04652-2022-11-02-12380','A688-14','MGt', 'LB')
('AC04652-2022-11-01-12584','A700-2','luwKlpuBlgwwHnuB', 'LB')
('SL04652-2022-11-01-12259','S511-19','EQPNAvBqskD', 'UB')
('SL12058-2022-11-01-12137','S506-17','NrgfrecJB', 'LB')
('SL22517-2022-11-01-12210','S509-18','SLoN', 'MB')
('AC12058-2022-11-01-12409','A690-7','TcKFM', 'LB')
('SL04652-2022-11-01-12262','S511-22','lv', 'UB')
('AC04652-2022-11-01-12590','A700-8','mnIFztCjkdlIk', 'LB')
('SL22517-2022-11-01-12213','S509-21','PzCvZJIrS', 'MB')
('AC12058-2022-11-01-12419','A690-17','vlukel', 'SL')
('AC04652-2022-11-01-12673','A705-1','joiFv', 'LB')
('SL04652-2022-11-02-12416','S518-8','shWXITQvhXW', 'SU')
('AC22517-2022-11-01-12511','A696-1','CgMWzyFAg', 'LB')
('SL04652-2022-11-01-12388','S517-4','PwdTXWNf', 'LB')
('SL04652-2022-11-01-12389','S517-5','mfnTXolwhMg', 'MB')
('AC04652-2022-11-02-12525','A696-15','DFJxzGqLWtUITU', 'UB')
('SL22517-2022-11-02-12428','S518-20','DiUjnJbHXaTNo', 'LB')
('AC04652-2022-11-02-12551','A698-5','uuhuRZdc', 'SL')
('AC04652-2022-11-02-12552','A698-6','ogkNZedtfd', 'SU')
('SL12058-2022-11-01-12276','S512-12','niJHOG', 'LB')
('SL04652-2022-11-01-12420','S518-12','VecGpoSf', 'LB')
('SL12058-2022-11-01-12278','S512-14','z', 'UB')
('AC12058-2022-11-01-12563','A698-17','MAsWn', 'SL')
('AC04652-2022-11-02-12556','A698-10','UNIVGPU', 'UB')
('AC22517-2022-11-01-12589','A700-7','jJHXlJxkM', 'LB')
('SL22517-2022-11-01-12398','S517-14','tlVW', 'UB')
('SL22517-2022-11-01-12399','S517-15','lO', 'SL')
('AC22517-2022-11-02-12563','A698-17','gImImiI', 'SL')
('SL12058-2022-11-01-12333','S514-21','OJGwW', 'MB')
('SL22517-2022-11-01-12422','S518-14','v', 'UB')
('SL04652-2022-11-02-12516','S522-12','TxpF', 'LB')
('SL22517-2022-11-01-12425','S518-17','urCeNPEAkUAkwH', 'LB')
('SL04652-2022-11-02-12519','S522-15','tPJ', 'SL')
('SL12058-2022-11-01-12343','S515-7','DDYVIsohzIBxEDo', 'SL')
('AC22517-2022-11-02-12579','A699-15','DDjmEFQBVoTXhQD', 'UB')
('AC04652-2022-11-02-12627','A702-9','HbQCMx', 'UB')
('AC22517-2022-11-01-12664','A704-10','BkMe', 'UB')
('AC22517-2022-11-02-12617','A701-17','LrMG', 'SL')
('SL12058-2022-11-01-12382','S516-22','HXaPOfEPtioA', 'UB')
('SL22517-2022-11-01-12465','S520-9','YeyKVtGZ', 'LB')
('AC04652-2022-11-01-12844','A714-10','EhWstLWVkdJHLc', 'UB')
('AC04652-2022-11-01-12845','A714-11','j', 'SL')
('SL22517-2022-11-02-12541','S523-13','RsVd', 'MB')
('AC22517-2022-11-01-12673','A705-1','x', 'LB')
('AC12058-2022-11-01-12667','A704-13','uVx', 'LB')
('AC04652-2022-11-01-12846','A714-12','EprPGD', 'SU')
('SL22517-2022-11-01-12469','S520-13','LVznrOSOv', 'MB')
('AC22517-2022-11-02-12629','A702-11','GNbFhEXQJXAcgXa', 'SL')
('SL22517-2022-11-02-12544','S523-16','azWSbeReeFW', 'SU')
('SL22517-2022-11-02-12545','S523-17','Vh', 'LB')
('AC22517-2022-11-01-12678','A705-6','SSnqovXZImaXwF', 'SU')
('AC12058-2022-11-01-12679','A705-7','Uu', 'LB')
('AC04652-2022-11-01-12854','A715-2','SzGVJKJcPqhave', 'LB')
('SL22517-2022-11-01-12484','S521-4','IIigHj', 'LB')
('AC12058-2022-11-01-12686','A705-14','JS', 'LB')
('AC22517-2022-11-01-12699','A706-9','wrxYkuZwkkth', 'UB')
('SL04652-2022-11-01-12549','S523-21','EHZzvwmNoxwWH', 'MB')
('AC12058-2022-11-01-12698','A706-8','Ml', 'LB')
('AC12058-2022-11-01-12741','A708-15','zJUKMCvERNkA', 'UB')
('AC22517-2022-11-02-12704','A706-14','oGnmwrYGzXPEcRv', 'LB')
('AC04652-2022-11-02-12725','A707-17','aqmzOAJLwIj', 'SL')
('SL12058-2022-11-01-12473','S520-17','PQtgjN', 'LB')
('SL12058-2022-11-01-12474','S520-18','G', 'MB')
('AC04652-2022-11-01-12918','A718-12','sVtn', 'SU')
('SL04652-2022-11-02-12631','S527-7','URioDoOcDk', 'SL')
('SL12058-2022-11-01-12476','S520-20','kMjPvFGOz', 'LB')
('AC04652-2022-11-02-12739','A708-13','RGludUwnZqjc', 'LB')
('SL04652-2022-11-02-12640','S527-16','DZjgaLwUUk', 'SU')
('SL04652-2022-11-02-12641','S527-17','BusESAQtjE', 'LB')
('SL12058-2022-11-01-12484','S521-4','Zm', 'LB')
('SL04652-2022-11-02-12643','S527-19','eqlxsDsQqflxSKZ', 'UB')
('SL04652-2022-11-02-12645','S527-21','FBdJm', 'MB')
('SL22517-2022-11-02-12616','S526-16','QxEcAa', 'SU')
('SL22517-2022-11-01-12563','S524-11','SYZLE', 'UB')
('AC12058-2022-11-01-12759','A709-15','FwaZCDOMTDtQXk', 'UB')
('SL22517-2022-11-02-12620','S526-20','NsDVKDLb', 'LB')
('AC04652-2022-11-02-12750','A709-6','EnZB', 'SU')
('AC04652-2022-11-02-12751','A709-7','ppIQMLodPNFP', 'LB')
('AC12058-2022-11-01-12764','A710-2','ypbQFEkNOUMegMc', 'LB')
('SL04652-2022-11-02-12655','S528-7','qfPxQD', 'SL')
