('SL22517-2022-11-02-178','S8-10','UnXnBY', 'MB')
('SL04652-2022-11-02-12143','S506-23','MyTOOiSoJpsZDMYb', 'SL')
('AC04652-2022-11-01-12435','A691-15','ToEMKtECMdMwzfX', 'UB')
('SL04652-2022-11-02-12148','S507-4','MTspxXWJD', 'LB')
('SL22517-2022-11-01-12074','S504-2','bnyfdiQKh', 'MB')
('SL12058-2022-11-01-12006','S501-6','SOi', 'UB')
('SL04652-2022-11-01-12135','S506-15','zVIYQOMgQ', 'SL')
('SL22517-2022-11-02-12165','S507-21','EqNGkCTxKy', 'MB')
('SL22517-2022-11-01-12079','S504-7','NkmKoBM', 'SL')
('AC04652-2022-11-02-12252','A681-12','UchHGPLSp', 'SU')
('SL04652-2022-11-02-12154','S507-10','NUjFpdre', 'MB')
('AC04652-2022-11-01-12446','A692-8','eZzkFLoznKjx', 'LB')
('SL04652-2022-11-02-12157','S507-13','UyoQpWLmOlYxD', 'MB')
('SL12058-2022-11-01-12016','S501-16','JfnKyGSRPsvw', 'SU')
('AC22517-2022-11-01-12269','A682-11','D', 'SL')
('SL12058-2022-11-01-12019','S501-19','ATDbbMoSSScJGUWl', 'UB')
('AC04652-2022-11-01-12452','A692-14','wRuzvcJIGKAEvUr', 'LB')
('SL22517-2022-11-01-12091','S504-19','bKnaDRnihekYNsh', 'UB')
('AC12058-2022-11-01-12286','A683-10','MgSH', 'UB')
('SL12058-2022-11-01-12022','S501-22','yrXsbBY', 'UB')
('AC22517-2022-11-02-12253','A681-13','OJskpJnHnZZCKY', 'LB')
('SL04652-2022-11-02-12179','S508-11','sWdrjsAIvUG', 'UB')
('SL04652-2022-11-02-12180','S508-12','IFOZWxcQHpliZTkE', 'LB')
('SL04652-2022-11-01-12169','S508-1','vutKYR', 'LB')
('AC12058-2022-11-01-12309','A684-15','mKzhwhGIMkaYwDH', 'UB')
('AC12058-2022-11-01-12310','A684-16','rhzTSiQLXBFeAMt', 'UB')
('AC04652-2022-11-02-12271','A682-13','vnTsAAl', 'LB')
('SL12058-2022-11-01-12064','S503-16','e', 'SU')
('AC22517-2022-11-02-12290','A683-14','zHkBbabXwAXib', 'LB')
('AC04652-2022-11-02-12303','A684-9','ZEsFRDP', 'UB')
('AC04652-2022-11-02-12305','A684-11','YzcNkxUcBM', 'SL')
('AC22517-2022-11-01-12316','A685-4','WcaBGSBSkyVhJyFy', 'UB')
('AC04652-2022-11-02-12308','A684-14','u', 'LB')
('AC04652-2022-11-01-12512','A696-2','k', 'LB')
('AC12058-2022-11-01-12344','A686-14','EKZv', 'LB')
('AC04652-2022-11-01-12513','A696-3','jFO', 'UB')
('SL04652-2022-11-02-12224','S510-8','NyPAdKllgj', 'SU')
('SL22517-2022-11-01-12174','S508-6','iCTnEpfH', 'UB')
('AC04652-2022-11-02-12369','A688-3','blKdpnxQX', 'UB')
('SL12058-2022-11-01-12126','S506-6','ntCLhlB', 'UB')
('AC04652-2022-11-02-12374','A688-8','MgpY', 'LB')
('SL22517-2022-11-02-12275','S512-11','vhiOwjwsChm', 'UB')
('AC22517-2022-11-02-12359','A687-11','zQCpVWBGI', 'SL')
('SL04652-2022-11-02-12282','S512-18','lvUObkBd', 'MB')
('AC22517-2022-11-01-12406','A690-4','ySrHwaaUKfnoIot', 'UB')
('AC04652-2022-11-01-12594','A700-12','REcXbsQwoSGob', 'SU')
('SL22517-2022-11-02-12289','S513-1','etAYPk', 'LB')
('SL04652-2022-11-02-12300','S513-12','yqjkGKGuXU', 'LB')
('AC22517-2022-11-02-12370','A688-4','lsf', 'UB')
('SL22517-2022-11-02-12298','S513-10','lfaQJxDpgTy', 'MB')
('AC12058-2022-11-01-12429','A691-9','NQUpkuUT', 'UB')
('AC12058-2022-11-01-12430','A691-10','mVlwrsbwLurghf', 'UB')
('SL22517-2022-11-02-12301','S513-13','FDNmJWLabBeNFKY', 'MB')
('AC22517-2022-11-01-12422','A691-2','jjLKrrbOMDNQpb', 'LB')
('SL04652-2022-11-02-12312','S513-24','eLN', 'SU')
('AC04652-2022-11-02-12414','A690-12','rHlfMPBFUjAenwnd', 'SU')
('AC04652-2022-11-01-12614','A701-14','hudBM', 'LB')
('AC04652-2022-11-01-12670','A704-16','DIRKElc', 'UB')
('SL12058-2022-11-01-12207','S509-15','yVRYmaUEUYaAW', 'SL')
('SL12058-2022-11-01-12208','S509-16','gMYeNb', 'SU')
('AC22517-2022-11-02-12452','A692-14','TeBLimpgnH', 'LB')
('SL12058-2022-11-01-12222','S510-6','tE', 'UB')
('SL04652-2022-11-01-12367','S516-7','ymuQW', 'SL')
('SL22517-2022-11-01-12303','S513-15','ucrGpsbp', 'SL')
('AC04652-2022-11-01-12686','A705-14','wadrbIgmXhSUZQp', 'LB')
('AC22517-2022-11-01-12493','A695-1','Vdw', 'LB')
('SL12058-2022-11-01-12228','S510-12','GJreKUylRazZTEfD', 'LB')
('AC22517-2022-11-02-12464','A693-8','J', 'LB')
('SL12058-2022-11-01-12233','S510-17','XurDLJBEIbdbb', 'LB')
('SL22517-2022-11-01-12309','S513-21','JQZmYCqPYlpk', 'MB')
('AC12058-2022-11-01-12517','A696-7','DCnkmoIW', 'LB')
('AC22517-2022-11-01-12507','A695-15','bEWiy', 'UB')
('AC22517-2022-11-02-12474','A693-18','DbNgjrjI', 'SU')
('AC22517-2022-11-02-12475','A694-1','LWUJTKe', 'LB')
('AC22517-2022-11-02-12481','A694-7','wKBXxxfDRWKjshG', 'LB')
('AC22517-2022-11-01-12518','A696-8','tpeub', 'LB')
('SL12058-2022-11-01-12264','S511-24','ToIbwpPRjdL', 'SU')
('AC04652-2022-11-01-12724','A707-16','g', 'UB')
('AC12058-2022-11-01-12544','A697-16','LTDvnKjz', 'UB')
('AC22517-2022-11-02-12490','A694-16','vk', 'UB')
('AC04652-2022-11-02-12545','A697-17','Fijs', 'SL')
('AC04652-2022-11-01-12733','A708-7','I', 'LB')
('SL04652-2022-11-01-12419','S518-11','DaMXxKCKthxoYW', 'UB')
('SL22517-2022-11-02-12472','S520-16','nub', 'SU')
('AC12058-2022-11-01-12600','A700-18','jFZIriuRz', 'SU')
('AC04652-2022-11-01-12783','A711-3','yfAcbNqVSOXSWtyE', 'UB')
('SL22517-2022-11-01-12394','S517-10','aFSopLOrUAMiP', 'MB')
('SL22517-2022-11-02-12479','S520-23','pdwKdaEA', 'SL')
('AC12058-2022-11-01-12607','A701-7','uDDKDUgl', 'LB')
('AC22517-2022-11-02-12640','A703-4','JkOcJSUxz', 'UB')
('SL04652-2022-11-01-12536','S523-8','HPtvhzIuaJtys', 'SU')
('AC04652-2022-11-02-12679','A705-7','PmOMI', 'LB')
('AC04652-2022-11-02-12681','A705-9','cAqEiHquxS', 'UB')
('SL04652-2022-11-02-12571','S524-19','TrDQtNitlSwBiEs', 'UB')
('SL04652-2022-11-01-12540','S523-12','iTxNe', 'LB')
('AC04652-2022-11-01-12864','A715-12','f', 'SU')
('AC12058-2022-11-01-12691','A706-1','fnpIVAzWCtE', 'LB')
('SL22517-2022-11-01-12492','S521-12','ndXGxkOle', 'LB')
('AC04652-2022-11-01-12871','A716-1','LpUodswzzkYgpl', 'LB')
('SL22517-2022-11-02-12562','S524-10','SEKUQqpfoHDZ', 'MB')
('SL22517-2022-11-01-12494','S521-14','cJ', 'UB')
('SL22517-2022-11-02-12563','S524-11','oHUJqftPlvcKFqB', 'UB')
('AC04652-2022-11-02-12690','A705-18','KAM', 'SU')
('SL22517-2022-11-01-12503','S521-23','SdFHuklB', 'SL')
('SL04652-2022-11-01-12572','S524-20','skTelyCGZIauRPO', 'LB')
('SL22517-2022-11-01-12513','S522-9','G', 'LB')
('SL04652-2022-11-01-12580','S525-4','koIXhpseB', 'LB')
('SL04652-2022-11-02-12601','S526-1','pvaqBPmCTYc', 'LB')
('SL04652-2022-11-01-12593','S525-17','icoBXytGlP', 'LB')
('SL04652-2022-11-02-12617','S526-17','Prckum', 'LB')
